Date/Time,Electricity:Facility [J](TimeStep),Cooling:Electricity [J](TimeStep),Fans:Electricity [J](TimeStep) 
 07/05  12:15:00,14972730.214752967,4598146.417319001,433960.24796070636 
 07/05  12:30:00,14957821.434658023,4581979.362862656,430340.4663561389 
 07/05  12:45:00,14991738.49959847,4612829.452881928,429289.3655487521 
 07/05  13:00:00,15034672.321348118,4652183.867402001,429836.2362436515 
 07/05  13:15:00,16234892.25136492,5127337.232418062,479894.25439226936 
 07/05  13:30:00,16330228.94255118,5217086.19430293,487089.72004827886 
 07/05  13:45:00,16423619.791786062,5303742.675571932,494235.61323641276 
 07/05  14:00:00,16541300.19550861,5412536.348818851,501704.89643493516 
 07/05  14:15:00,16976860.198033523,5600099.743440495,524376.2528961648 
 07/05  14:30:00,17088980.38033749,5700430.500448662,535718.4788134446 
 07/05  14:45:00,17164214.131727263,5767295.998894614,544236.8341191025 
 07/05  15:00:00,17243698.38965515,5837816.2285776185,553732.1160998109 
 07/05  15:15:00,16666767.809635397,5725461.237797048,536172.2231511825 
 07/05  15:30:00,16685581.102525746,5738367.1411280325,540200.2827471907 
 07/05  15:45:00,16689853.023641707,5739501.042876149,541540.3430209368 
 07/05  16:00:00,16655186.969248967,5706546.184178332,538696.5702900316 
 07/05  16:15:00,15384770.613079077,5379425.921745419,495403.2353101079 
 07/05  16:30:00,15339123.983825713,5336708.911316436,492473.9802022684 
 07/05  16:45:00,15309973.733418815,5310943.818498777,488512.8528269101 
 07/05  17:00:00,15293504.543137008,5296435.4656420015,485813.9565104533 
 07/05  17:15:00,15153396.91914162,5168525.809354063,479291.62453692214 
 07/05  17:30:00,14996626.095880862,5025182.223154662,471564.7839676641 
 07/05  17:45:00,14811853.015433384,4856365.712480031,461507.1816503788 
 07/05  18:00:00,14616563.343349338,4677801.500433401,450766.3774785815 
 07/05  18:15:00,9953718.84648578,3690112.963011247,373839.96948885097 
 07/05  18:30:00,9723555.81577102,3459050.8309247857,363727.04275480093 
 07/05  18:45:00,9549404.293334188,3291448.978104991,356331.1271286756 
 07/05  19:00:00,9376596.825136255,3124710.2913708654,349867.6944467041 
 07/05  19:15:00,6428401.168847386,2888932.2378264572,339592.3346243459 
 07/05  19:30:00,6362360.513809446,2825966.2579181897,338740.06447950774 
 07/05  19:45:00,6327718.189526304,2793585.347654054,338740.06447950774 
 07/05  20:00:00,6294089.808611393,2762343.4230306563,338740.06447950774 
 07/05  20:15:00,1440000.0,0.0,0.0 
 07/05  20:30:00,1440000.0,0.0,0.0 
 07/05  20:45:00,1440000.0,0.0,0.0 
 07/05  21:00:00,1440000.0,0.0,0.0 
 07/05  21:15:00,427500.0,0.0,0.0 
 07/05  21:30:00,427500.0,0.0,0.0 
 07/05  21:45:00,427500.0,0.0,0.0 
 07/05  22:00:00,427500.0,0.0,0.0 
 07/05  22:15:00,427500.0,0.0,0.0 
 07/05  22:30:00,427500.0,0.0,0.0 
 07/05  22:45:00,427500.0,0.0,0.0 
 07/05  23:00:00,427500.0,0.0,0.0 
 07/05  23:15:00,427500.0,0.0,0.0 
 07/05  23:30:00,427500.0,0.0,0.0 
 07/05  23:45:00,427500.0,0.0,0.0 
 07/05  24:00:00,427500.0,0.0,0.0 
 07/06  00:15:00,1237500.0,0.0,0.0 
 07/06  00:30:00,1237500.0,0.0,0.0 
 07/06  00:45:00,1237500.0,0.0,0.0 
 07/06  01:00:00,1237500.0,0.0,0.0 
 07/06  01:15:00,1237500.0,0.0,0.0 
 07/06  01:30:00,1237500.0,0.0,0.0 
 07/06  01:45:00,1237500.0,0.0,0.0 
 07/06  02:00:00,1237500.0,0.0,0.0 
 07/06  02:15:00,1237500.0,0.0,0.0 
 07/06  02:30:00,1237500.0,0.0,0.0 
 07/06  02:45:00,1237500.0,0.0,0.0 
 07/06  03:00:00,1237500.0,0.0,0.0 
 07/06  03:15:00,1237500.0,0.0,0.0 
 07/06  03:30:00,1237500.0,0.0,0.0 
 07/06  03:45:00,1237500.0,0.0,0.0 
 07/06  04:00:00,1237500.0,0.0,0.0 
 07/06  04:15:00,1237500.0,0.0,0.0 
 07/06  04:30:00,1237500.0,0.0,0.0 
 07/06  04:45:00,1237500.0,0.0,0.0 
 07/06  05:00:00,1237500.0,0.0,0.0 
 07/06  05:15:00,1237500.0,0.0,0.0 
 07/06  05:30:00,1237500.0,0.0,0.0 
 07/06  05:45:00,1237500.0,0.0,0.0 
 07/06  06:00:00,1237500.0,0.0,0.0 
 07/06  06:15:00,1237500.0,0.0,0.0 
 07/06  06:30:00,1237500.0,0.0,0.0 
 07/06  06:45:00,1237500.0,0.0,0.0 
 07/06  07:00:00,1237500.0,0.0,0.0 
 07/06  07:15:00,1237500.0,0.0,0.0 
 07/06  07:30:00,1237500.0,0.0,0.0 
 07/06  07:45:00,1237500.0,0.0,0.0 
 07/06  08:00:00,1237500.0,0.0,0.0 
 07/06  08:15:00,1237500.0,0.0,0.0 
 07/06  08:30:00,1237500.0,0.0,0.0 
 07/06  08:45:00,1237500.0,0.0,0.0 
 07/06  09:00:00,1237500.0,0.0,0.0 
 07/06  09:15:00,1237500.0,0.0,0.0 
 07/06  09:30:00,1237500.0,0.0,0.0 
 07/06  09:45:00,1237500.0,0.0,0.0 
 07/06  10:00:00,1237500.0,0.0,0.0 
 07/06  10:15:00,1237500.0,0.0,0.0 
 07/06  10:30:00,1237500.0,0.0,0.0 
 07/06  10:45:00,1237500.0,0.0,0.0 
 07/06  11:00:00,1237500.0,0.0,0.0 
 07/06  11:15:00,1237500.0,0.0,0.0 
 07/06  11:30:00,1237500.0,0.0,0.0 
 07/06  11:45:00,1237500.0,0.0,0.0 
 07/06  12:00:00,1237500.0,0.0,0.0 
 07/06  12:15:00,1237500.0,0.0,0.0 
 07/06  12:30:00,1237500.0,0.0,0.0 
 07/06  12:45:00,1237500.0,0.0,0.0 
 07/06  13:00:00,1237500.0,0.0,0.0 
 07/06  13:15:00,1237500.0,0.0,0.0 
 07/06  13:30:00,1237500.0,0.0,0.0 
 07/06  13:45:00,1237500.0,0.0,0.0 
 07/06  14:00:00,1237500.0,0.0,0.0 
 07/06  14:15:00,1237500.0,0.0,0.0 
 07/06  14:30:00,1237500.0,0.0,0.0 
 07/06  14:45:00,1237500.0,0.0,0.0 
 07/06  15:00:00,1237500.0,0.0,0.0 
 07/06  15:15:00,1237500.0,0.0,0.0 
 07/06  15:30:00,1237500.0,0.0,0.0 
 07/06  15:45:00,1237500.0,0.0,0.0 
 07/06  16:00:00,1237500.0,0.0,0.0 
 07/06  16:15:00,1237500.0,0.0,0.0 
 07/06  16:30:00,1237500.0,0.0,0.0 
 07/06  16:45:00,1237500.0,0.0,0.0 
 07/06  17:00:00,1237500.0,0.0,0.0 
 07/06  17:15:00,1237500.0,0.0,0.0 
 07/06  17:30:00,1237500.0,0.0,0.0 
 07/06  17:45:00,1237500.0,0.0,0.0 
 07/06  18:00:00,1237500.0,0.0,0.0 
 07/06  18:15:00,1237500.0,0.0,0.0 
 07/06  18:30:00,1237500.0,0.0,0.0 
 07/06  18:45:00,1237500.0,0.0,0.0 
 07/06  19:00:00,1237500.0,0.0,0.0 
 07/06  19:15:00,1237500.0,0.0,0.0 
 07/06  19:30:00,1237500.0,0.0,0.0 
 07/06  19:45:00,1237500.0,0.0,0.0 
 07/06  20:00:00,1237500.0,0.0,0.0 
 07/06  20:15:00,1237500.0,0.0,0.0 
 07/06  20:30:00,1237500.0,0.0,0.0 
 07/06  20:45:00,1237500.0,0.0,0.0 
 07/06  21:00:00,1237500.0,0.0,0.0 
 07/06  21:15:00,1237500.0,0.0,0.0 
 07/06  21:30:00,1237500.0,0.0,0.0 
 07/06  21:45:00,1237500.0,0.0,0.0 
 07/06  22:00:00,1237500.0,0.0,0.0 
 07/06  22:15:00,1237500.0,0.0,0.0 
 07/06  22:30:00,1237500.0,0.0,0.0 
 07/06  22:45:00,1237500.0,0.0,0.0 
 07/06  23:00:00,1237500.0,0.0,0.0 
 07/06  23:15:00,1237500.0,0.0,0.0 
 07/06  23:30:00,1237500.0,0.0,0.0 
 07/06  23:45:00,1237500.0,0.0,0.0 
 07/06  24:00:00,1237500.0,0.0,0.0 
 07/07  00:15:00,1237500.0,0.0,0.0 
 07/07  00:30:00,1237500.0,0.0,0.0 
 07/07  00:45:00,1237500.0,0.0,0.0 
 07/07  01:00:00,1237500.0,0.0,0.0 
 07/07  01:15:00,1237500.0,0.0,0.0 
 07/07  01:30:00,1237500.0,0.0,0.0 
 07/07  01:45:00,1237500.0,0.0,0.0 
 07/07  02:00:00,1237500.0,0.0,0.0 
 07/07  02:15:00,1237500.0,0.0,0.0 
 07/07  02:30:00,1237500.0,0.0,0.0 
 07/07  02:45:00,1237500.0,0.0,0.0 
 07/07  03:00:00,1237500.0,0.0,0.0 
 07/07  03:15:00,1237500.0,0.0,0.0 
 07/07  03:30:00,1237500.0,0.0,0.0 
 07/07  03:45:00,1237500.0,0.0,0.0 
 07/07  04:00:00,1237500.0,0.0,0.0 
 07/07  04:15:00,1237500.0,0.0,0.0 
 07/07  04:30:00,1237500.0,0.0,0.0 
 07/07  04:45:00,1237500.0,0.0,0.0 
 07/07  05:00:00,1237500.0,0.0,0.0 
 07/07  05:15:00,1237500.0,0.0,0.0 
 07/07  05:30:00,1237500.0,0.0,0.0 
 07/07  05:45:00,1237500.0,0.0,0.0 
 07/07  06:00:00,1237500.0,0.0,0.0 
 07/07  06:15:00,1237500.0,0.0,0.0 
 07/07  06:30:00,1237500.0,0.0,0.0 
 07/07  06:45:00,1237500.0,0.0,0.0 
 07/07  07:00:00,1237500.0,0.0,0.0 
 07/07  07:15:00,1237500.0,0.0,0.0 
 07/07  07:30:00,1237500.0,0.0,0.0 
 07/07  07:45:00,1237500.0,0.0,0.0 
 07/07  08:00:00,1237500.0,0.0,0.0 
 07/07  08:15:00,1237500.0,0.0,0.0 
 07/07  08:30:00,1237500.0,0.0,0.0 
 07/07  08:45:00,1237500.0,0.0,0.0 
 07/07  09:00:00,1237500.0,0.0,0.0 
 07/07  09:15:00,1237500.0,0.0,0.0 
 07/07  09:30:00,1237500.0,0.0,0.0 
 07/07  09:45:00,1237500.0,0.0,0.0 
 07/07  10:00:00,1237500.0,0.0,0.0 
 07/07  10:15:00,1237500.0,0.0,0.0 
 07/07  10:30:00,1237500.0,0.0,0.0 
 07/07  10:45:00,1237500.0,0.0,0.0 
 07/07  11:00:00,1237500.0,0.0,0.0 
 07/07  11:15:00,1237500.0,0.0,0.0 
 07/07  11:30:00,1237500.0,0.0,0.0 
 07/07  11:45:00,1237500.0,0.0,0.0 
 07/07  12:00:00,1237500.0,0.0,0.0 
 07/07  12:15:00,1237500.0,0.0,0.0 
 07/07  12:30:00,1237500.0,0.0,0.0 
 07/07  12:45:00,1237500.0,0.0,0.0 
 07/07  13:00:00,1237500.0,0.0,0.0 
 07/07  13:15:00,1237500.0,0.0,0.0 
 07/07  13:30:00,1237500.0,0.0,0.0 
 07/07  13:45:00,1237500.0,0.0,0.0 
 07/07  14:00:00,1237500.0,0.0,0.0 
 07/07  14:15:00,1237500.0,0.0,0.0 
 07/07  14:30:00,1237500.0,0.0,0.0 
 07/07  14:45:00,1237500.0,0.0,0.0 
 07/07  15:00:00,1237500.0,0.0,0.0 
 07/07  15:15:00,1237500.0,0.0,0.0 
 07/07  15:30:00,1237500.0,0.0,0.0 
 07/07  15:45:00,1237500.0,0.0,0.0 
 07/07  16:00:00,1237500.0,0.0,0.0 
 07/07  16:15:00,1237500.0,0.0,0.0 
 07/07  16:30:00,1237500.0,0.0,0.0 
 07/07  16:45:00,1237500.0,0.0,0.0 
 07/07  17:00:00,1237500.0,0.0,0.0 
 07/07  17:15:00,1237500.0,0.0,0.0 
 07/07  17:30:00,1237500.0,0.0,0.0 
 07/07  17:45:00,1237500.0,0.0,0.0 
 07/07  18:00:00,1237500.0,0.0,0.0 
 07/07  18:15:00,1237500.0,0.0,0.0 
 07/07  18:30:00,1237500.0,0.0,0.0 
 07/07  18:45:00,1237500.0,0.0,0.0 
 07/07  19:00:00,1237500.0,0.0,0.0 
 07/07  19:15:00,1237500.0,0.0,0.0 
 07/07  19:30:00,1237500.0,0.0,0.0 
 07/07  19:45:00,1237500.0,0.0,0.0 
 07/07  20:00:00,1237500.0,0.0,0.0 
 07/07  20:15:00,1237500.0,0.0,0.0 
 07/07  20:30:00,1237500.0,0.0,0.0 
 07/07  20:45:00,1237500.0,0.0,0.0 
 07/07  21:00:00,1237500.0,0.0,0.0 
 07/07  21:15:00,1237500.0,0.0,0.0 
 07/07  21:30:00,1237500.0,0.0,0.0 
 07/07  21:45:00,1237500.0,0.0,0.0 
 07/07  22:00:00,1237500.0,0.0,0.0 
 07/07  22:15:00,1237500.0,0.0,0.0 
 07/07  22:30:00,1237500.0,0.0,0.0 
 07/07  22:45:00,1237500.0,0.0,0.0 
 07/07  23:00:00,1237500.0,0.0,0.0 
 07/07  23:15:00,1237500.0,0.0,0.0 
 07/07  23:30:00,1237500.0,0.0,0.0 
 07/07  23:45:00,1237500.0,0.0,0.0 
 07/07  24:00:00,1237500.0,0.0,0.0 
 07/08  00:15:00,427500.0,0.0,0.0 
 07/08  00:30:00,427500.0,0.0,0.0 
 07/08  00:45:00,427500.0,0.0,0.0 
 07/08  01:00:00,427500.0,0.0,0.0 
 07/08  01:15:00,427500.0,0.0,0.0 
 07/08  01:30:00,427500.0,0.0,0.0 
 07/08  01:45:00,427500.0,0.0,0.0 
 07/08  02:00:00,427500.0,0.0,0.0 
 07/08  02:15:00,427500.0,0.0,0.0 
 07/08  02:30:00,427500.0,0.0,0.0 
 07/08  02:45:00,427500.0,0.0,0.0 
 07/08  03:00:00,427500.0,0.0,0.0 
 07/08  03:15:00,427500.0,0.0,0.0 
 07/08  03:30:00,427500.0,0.0,0.0 
 07/08  03:45:00,427500.0,0.0,0.0 
 07/08  04:00:00,427500.0,0.0,0.0 
 07/08  04:15:00,427500.0,0.0,0.0 
 07/08  04:30:00,427500.0,0.0,0.0 
 07/08  04:45:00,427500.0,0.0,0.0 
 07/08  05:00:00,427500.0,0.0,0.0 
 07/08  05:15:00,427500.0,0.0,0.0 
 07/08  05:30:00,427500.0,0.0,0.0 
 07/08  05:45:00,427500.0,0.0,0.0 
 07/08  06:00:00,427500.0,0.0,0.0 
 07/08  06:15:00,2951330.9884176585,1835496.4141806934,338740.06447950774 
 07/08  06:30:00,2974930.084769713,1878579.7824824152,338740.06447950774 
 07/08  06:45:00,3013790.814402763,1910338.8286597528,338740.06447950774 
 07/08  07:00:00,3046168.191754859,1942083.892120312,338740.06447950774 
 07/08  07:15:00,3091929.0081754057,1985044.6432853655,338740.06447950774 
 07/08  07:30:00,3139684.547617411,2029237.2080477886,338740.06447950774 
 07/08  07:45:00,3188713.4170515705,2074036.3996174228,338740.06447950774 
 07/08  08:00:00,3238931.2981781834,2119401.9710824215,338740.06447950774 
 07/08  08:15:00,10856019.0964567,2273537.782192911,338740.06447950774 
 07/08  08:30:00,11045551.270310199,2435505.5133541496,338740.06447950774 
 07/08  08:45:00,11278932.2969782,2640159.604242393,342496.0636857012 
 07/08  09:00:00,11541743.126237001,2872545.847383527,346822.9314432608 
 07/08  09:15:00,14607099.050847156,3315119.3629011475,379536.3141580869 
 07/08  09:30:00,14972038.19246647,3653014.6079356703,399146.7140446168 
 07/08  09:45:00,15181931.273820128,3842755.8648117986,410943.5879464104 
 07/08  10:00:00,15345146.806175938,3991601.062961465,423052.93124826543 
 07/08  10:15:00,15897993.545663904,4186567.3207027996,436194.6108107302 
 07/08  10:30:00,16089287.012579024,4359882.648194633,448369.87678861123 
 07/08  10:45:00,16260935.056313321,4515652.395760294,459293.05460666696 
 07/08  11:00:00,16421247.719653327,4661122.0079957815,469565.9986933404 
 07/08  11:15:00,15961757.318485385,4553778.780937457,452197.4077390067 
 07/08  11:30:00,16028111.994635854,4612387.430085762,457221.30298217 
 07/08  11:45:00,16011825.34083318,4597985.505358802,453348.420158784 
 07/08  12:00:00,15971260.361063581,4561522.696751315,448086.8025429853 
 07/08  12:15:00,14410557.95354034,4061712.3244033307,399699.47034156206 
 07/08  12:30:00,14255378.104463294,3912989.562687647,389417.7251101476 
 07/08  12:45:00,14193007.402969528,3852604.416400403,385146.487998414 
 07/08  13:00:00,14147830.577948585,3809012.7104828237,382288.5210130895 
 07/08  13:15:00,15184057.949358448,4142016.8826240953,407924.1471524876 
 07/08  13:30:00,15196342.445056545,4157839.187757777,408836.9783890748 
 07/08  13:45:00,15246659.852402901,4205641.906021637,411901.26390063367 
 07/08  14:00:00,15335811.03995966,4288959.453417537,417217.6516349064 
 07/08  14:15:00,15821727.8562674,4530801.222008701,434002.61811002565 
 07/08  14:30:00,16021797.847146185,4717342.487924625,445660.1753954084 
 07/08  14:45:00,16129976.48639838,4819903.093489086,449234.9556285309 
 07/08  15:00:00,16212846.37289121,4899331.602057627,450945.3261571476 
 07/08  15:15:00,15603426.354628382,4754122.930313113,436168.5076301294 
 07/08  15:30:00,15570838.382441778,4722027.32656883,434678.81637502526 
 07/08  15:45:00,15587461.006626248,4735645.116986687,437188.9888921742 
 07/08  16:00:00,15619254.877789505,4763399.503777804,440990.2802302888 
 07/08  16:15:00,14455438.18609528,4521826.855303634,418117.3276412569 
 07/08  16:30:00,14498322.043102212,4558592.607729062,422217.8268440566 
 07/08  16:45:00,14466979.108355992,4529448.146430958,419422.21840765997 
 07/08  17:00:00,14403857.637436923,4470374.658936618,414285.5927090462 
 07/08  17:15:00,14288209.759423576,4361049.196396144,406756.10600572807 
 07/08  17:30:00,14150890.545668822,4230539.336057506,398141.41642374307 
 07/08  17:45:00,14046472.505388418,4129724.967809663,392156.68355699733 
 07/08  18:00:00,13938375.176424934,4025104.152040954,386219.1582699002 
 07/08  18:15:00,9304092.185013132,3044793.6735636694,342749.37626277923 
 07/08  18:30:00,8987251.2076219,2751186.7208016077,339270.44133527647 
 07/08  18:45:00,8802104.693834025,2585404.518803105,338740.06447950774 
 07/08  19:00:00,8641997.921299752,2443294.348239629,338740.06447950774 
 07/08  19:15:00,6012652.3440131685,2504319.0193706267,338740.06447950774 
 07/08  19:30:00,6085852.443606332,2567571.86089914,338740.06447950774 
 07/08  19:45:00,6162483.432383146,2634275.533908248,338740.06447950774 
 07/08  20:00:00,6240116.028419774,2701973.9140899424,338740.06447950774 
 07/08  20:15:00,1440000.0,0.0,0.0 
 07/08  20:30:00,1440000.0,0.0,0.0 
 07/08  20:45:00,1440000.0,0.0,0.0 
 07/08  21:00:00,1440000.0,0.0,0.0 
 07/08  21:15:00,427500.0,0.0,0.0 
 07/08  21:30:00,427500.0,0.0,0.0 
 07/08  21:45:00,427500.0,0.0,0.0 
 07/08  22:00:00,427500.0,0.0,0.0 
 07/08  22:15:00,427500.0,0.0,0.0 
 07/08  22:30:00,427500.0,0.0,0.0 
 07/08  22:45:00,427500.0,0.0,0.0 
 07/08  23:00:00,427500.0,0.0,0.0 
 07/08  23:15:00,427500.0,0.0,0.0 
 07/08  23:30:00,427500.0,0.0,0.0 
 07/08  23:45:00,427500.0,0.0,0.0 
 07/08  24:00:00,427500.0,0.0,0.0 
 07/09  00:15:00,427500.0,0.0,0.0 
 07/09  00:30:00,427500.0,0.0,0.0 
 07/09  00:45:00,427500.0,0.0,0.0 
 07/09  01:00:00,427500.0,0.0,0.0 
 07/09  01:15:00,427500.0,0.0,0.0 
 07/09  01:30:00,427500.0,0.0,0.0 
 07/09  01:45:00,427500.0,0.0,0.0 
 07/09  02:00:00,427500.0,0.0,0.0 
 07/09  02:15:00,427500.0,0.0,0.0 
 07/09  02:30:00,427500.0,0.0,0.0 
 07/09  02:45:00,427500.0,0.0,0.0 
 07/09  03:00:00,427500.0,0.0,0.0 
 07/09  03:15:00,427500.0,0.0,0.0 
 07/09  03:30:00,427500.0,0.0,0.0 
 07/09  03:45:00,427500.0,0.0,0.0 
 07/09  04:00:00,427500.0,0.0,0.0 
 07/09  04:15:00,427500.0,0.0,0.0 
 07/09  04:30:00,427500.0,0.0,0.0 
 07/09  04:45:00,427500.0,0.0,0.0 
 07/09  05:00:00,427500.0,0.0,0.0 
 07/09  05:15:00,427500.0,0.0,0.0 
 07/09  05:30:00,427500.0,0.0,0.0 
 07/09  05:45:00,427500.0,0.0,0.0 
 07/09  06:00:00,427500.0,0.0,0.0 
 07/09  06:15:00,3138261.0597073957,2001072.1325528307,338740.06447950774 
 07/09  06:30:00,3112664.133479338,1992284.7539313927,338740.06447950774 
 07/09  06:45:00,3092722.930052331,1973224.579830951,338740.06447950774 
 07/09  07:00:00,3067111.4535349207,1953537.5686795162,338740.06447950774 
 07/09  07:15:00,3062877.7160907034,1952490.5651785778,338740.06447950774 
 07/09  07:30:00,3060931.0798995905,1952892.4406373391,338740.06447950774 
 07/09  07:45:00,3059465.5422560642,1953290.6129075391,338740.06447950774 
 07/09  08:00:00,3058243.5997937415,1953687.893229386,338740.06447950774 
 07/09  08:15:00,10347773.95374779,1821141.32953239,338740.06447950774 
 07/09  08:30:00,10217105.290587345,1700338.4074276942,338740.06447950774 
 07/09  08:45:00,10091314.821187584,1581463.3123756878,338740.06447950774 
 07/09  09:00:00,9968009.651022071,1465788.0936559837,338740.06447950774 
 07/09  09:15:00,12769997.885307306,1658657.1272097835,354454.1981127517 
 07/09  09:30:00,13055063.418464415,1924595.1606561134,370580.9343031441 
 07/09  09:45:00,13277115.429199453,2125161.4338062815,381616.91295888665 
 07/09  10:00:00,13415065.168705078,2252499.2155566183,389882.45131852373 
 07/09  10:15:00,13919669.962554423,2403282.3828047123,400234.8924021641 
 07/09  10:30:00,14068405.19492194,2537406.343663126,410546.08163159 
 07/09  10:45:00,14172769.34333219,2631882.842932306,417657.5730202834 
 07/09  11:00:00,14268879.838215686,2718513.530820604,424982.83440319606 
 07/09  11:15:00,13806240.7376843,2606685.727705216,411320.62129017833 
 07/09  11:30:00,13818028.785875088,2614997.7242055046,413255.5572201799 
 07/09  11:45:00,13837866.750383168,2632731.990840718,415359.05882261327 
 07/09  12:00:00,13854752.620458782,2647715.9346015826,417305.44453826296 
 07/09  12:15:00,12508995.68923245,2345870.1168398736,386201.9084888394 
 07/09  12:30:00,12481060.984730303,2315356.4790156656,385001.2111661153 
 07/09  12:45:00,12476480.446089085,2311105.250647697,384671.9932964292 
 07/09  13:00:00,12495088.6213664,2328432.749547323,386474.34865540796 
 07/09  13:15:00,13545573.177517936,2669522.936769396,421385.1406365988 
 07/09  13:30:00,13622570.691812964,2744863.3108279807,427644.2666370191 
 07/09  13:45:00,13689123.266787078,2806515.684013841,432602.9971590263 
 07/09  14:00:00,13768603.241117692,2879527.2790275305,437528.9716717651 
 07/09  14:15:00,14117893.13415709,2990037.438613669,452422.9803453786 
 07/09  14:30:00,14176284.480287336,3042623.7136023487,459278.1575319691 
 07/09  14:45:00,14210024.698983891,3072416.7052951213,464245.90636861185 
 07/09  15:00:00,14233732.828430187,3093347.947975732,468301.35128431907 
 07/09  15:15:00,13661621.31104252,2985858.8560799365,453953.48270932795 
 07/09  15:30:00,13644501.887632696,2968335.882206595,454593.49079177465 
 07/09  15:45:00,13622842.764146443,2948273.422438026,453815.41646770673 
 07/09  16:00:00,13587278.641290296,2915926.646209298,451804.3400871969 
 07/09  16:15:00,12393072.875562642,2652968.549074307,423756.917872074 
 07/09  16:30:00,12306765.84930737,2572015.8323800005,420505.9005307355 
 07/09  16:45:00,12233424.404178157,2505255.2105182894,416756.22463655996 
 07/09  17:00:00,12153599.528646737,2432617.933730691,412407.1710762579 
 07/09  17:15:00,12004434.31391413,2296901.642531931,407129.729348019 
 07/09  17:30:00,11856114.257966772,2161302.733287864,402012.87736269145 
 07/09  17:45:00,11693525.6991799,2012407.0278619984,395702.1806613723 
 07/09  18:00:00,11526514.495919472,1852349.2350277065,387724.5680040121 
 07/09  18:15:00,7266676.204754148,1231439.4501929162,343634.13827370864 
 07/09  18:30:00,7094569.339739214,1065275.6605303749,339739.1621643064 
 07/09  18:45:00,7041389.261937059,1015142.6316534913,338740.06447950774 
 07/09  19:00:00,7012156.913760888,987967.7974864219,338740.06447950774 
 07/09  19:15:00,4291990.643461407,968436.196088081,338740.06447950774 
 07/09  19:30:00,4265121.916687055,946158.8511809158,338740.06447950774 
 07/09  19:45:00,4228326.730582911,921979.0429373926,338740.06447950774 
 07/09  20:00:00,4200367.457467883,903074.2956660168,338740.06447950774 
 07/09  20:15:00,1440000.0,0.0,0.0 
 07/09  20:30:00,1440000.0,0.0,0.0 
 07/09  20:45:00,1440000.0,0.0,0.0 
 07/09  21:00:00,1440000.0,0.0,0.0 
 07/09  21:15:00,427500.0,0.0,0.0 
 07/09  21:30:00,427500.0,0.0,0.0 
 07/09  21:45:00,427500.0,0.0,0.0 
 07/09  22:00:00,427500.0,0.0,0.0 
 07/09  22:15:00,427500.0,0.0,0.0 
 07/09  22:30:00,427500.0,0.0,0.0 
 07/09  22:45:00,427500.0,0.0,0.0 
 07/09  23:00:00,427500.0,0.0,0.0 
 07/09  23:15:00,427500.0,0.0,0.0 
 07/09  23:30:00,427500.0,0.0,0.0 
 07/09  23:45:00,427500.0,0.0,0.0 
 07/09  24:00:00,427500.0,0.0,0.0 
 07/10  00:15:00,427500.0,0.0,0.0 
 07/10  00:30:00,427500.0,0.0,0.0 
 07/10  00:45:00,427500.0,0.0,0.0 
 07/10  01:00:00,427500.0,0.0,0.0 
 07/10  01:15:00,427500.0,0.0,0.0 
 07/10  01:30:00,427500.0,0.0,0.0 
 07/10  01:45:00,427500.0,0.0,0.0 
 07/10  02:00:00,427500.0,0.0,0.0 
 07/10  02:15:00,427500.0,0.0,0.0 
 07/10  02:30:00,427500.0,0.0,0.0 
 07/10  02:45:00,427500.0,0.0,0.0 
 07/10  03:00:00,427500.0,0.0,0.0 
 07/10  03:15:00,427500.0,0.0,0.0 
 07/10  03:30:00,427500.0,0.0,0.0 
 07/10  03:45:00,427500.0,0.0,0.0 
 07/10  04:00:00,427500.0,0.0,0.0 
 07/10  04:15:00,427500.0,0.0,0.0 
 07/10  04:30:00,427500.0,0.0,0.0 
 07/10  04:45:00,427500.0,0.0,0.0 
 07/10  05:00:00,427500.0,0.0,0.0 
 07/10  05:15:00,427500.0,0.0,0.0 
 07/10  05:30:00,427500.0,0.0,0.0 
 07/10  05:45:00,427500.0,0.0,0.0 
 07/10  06:00:00,427500.0,0.0,0.0 
 07/10  06:15:00,2063527.9254480053,1053674.4480322746,338740.06447950774 
 07/10  06:30:00,2172169.717996539,1189140.0135116735,338740.06447950774 
 07/10  06:45:00,2258534.0778312883,1268725.9156438059,338740.06447950774 
 07/10  07:00:00,2345972.7858336214,1347735.255804279,338740.06447950774 
 07/10  07:15:00,2407097.8027750878,1403420.9798371783,338740.06447950774 
 07/10  07:30:00,2468112.978099662,1457748.7987689376,338740.06447950774 
 07/10  07:45:00,2531931.136424102,1513801.8826252737,338740.06447950774 
 07/10  08:00:00,2597226.1555980304,1570827.683319899,338740.06447950774 
 07/10  08:15:00,10117876.801679755,1639023.27577117,338740.06447950774 
 07/10  08:30:00,10209610.578354439,1714005.0950148387,338740.06447950774 
 07/10  08:45:00,10303617.34904807,1788522.8118147145,338740.06447950774 
 07/10  09:00:00,10411076.511760248,1871969.9860568582,339399.66057650594 
 07/10  09:15:00,13185509.98527091,2037600.4515498546,350821.22499617806 
 07/10  09:30:00,13527675.27053484,2353077.8717563506,369721.63587455056 
 07/10  09:45:00,13780326.89772606,2578770.483766894,379507.96813143557 
 07/10  10:00:00,13982721.699819554,2761773.146065506,387370.6911681581 
 07/10  10:15:00,14427168.033997905,2860841.430063513,397061.1033461011 
 07/10  10:30:00,14505325.571596337,2931960.491368714,403988.21711952146 
