Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),PLENUM-1:Zone Mean Air Temperature [C](TimeStep),SPACE1-1:Zone Mean Air Temperature [C](TimeStep),SPACE2-1:Zone Mean Air Temperature [C](TimeStep),SPACE3-1:Zone Mean Air Temperature [C](TimeStep),SPACE4-1:Zone Mean Air Temperature [C](TimeStep),SPACE5-1:Zone Mean Air Temperature [C](TimeStep),PLENUM-1:Zone Air Relative Humidity [%](TimeStep),PLENUM-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Air Relative Humidity [%](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Air Relative Humidity [%](TimeStep),SPACE2-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Air Relative Humidity [%](TimeStep),SPACE3-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Air Relative Humidity [%](TimeStep),SPACE4-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Air Relative Humidity [%](TimeStep),SPACE5-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),OCCUPY-1:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Cooling:Electricity [J](TimeStep),Fans:Electricity [J](TimeStep) 
 07/01  11:00:00,18.3,24.65794915954399,23.898015617586108,23.898145628528464,23.89805038187269,23.89627826467007,23.897685840059953,53.11854074136305,0.0,0.0,55.795722443849826,22.2,23.9,52.75465311675017,22.2,23.9,53.48225130377982,22.2,23.9,53.243987478072306,22.2,23.9,57.89070073882358,22.2,23.9,1.0,13685793.712348849,2191296.6582309273,405656.3721608874 
 07/01  11:15:00,18.3,24.831979010791738,23.898206587429375,23.898306511386334,23.89822786139812,23.898120621431822,23.89793793268506,52.241607671568524,0.0,0.0,55.24189526820595,22.2,23.9,52.3418437102068,22.2,23.9,53.03585266032874,22.2,23.9,52.91057865925788,22.2,23.9,57.41745633760519,22.2,23.9,0.8,13247898.596805688,2100735.0183930174,394546.8101748675 
 07/01  11:30:00,18.3,24.99913111263247,23.898273643775116,23.898389514457207,23.898306956389682,23.898351358778246,23.89799552770635,51.342317936166516,0.0,0.0,54.68559136881541,22.2,23.9,51.93625447187406,22.2,23.9,52.58985191082797,22.2,23.9,52.487924517352354,22.2,23.9,56.92356426817646,22.2,23.9,0.8,13277158.562005837,2124130.8686900483,397514.9195555725 
 07/01  11:45:00,18.3,25.157615549218804,23.898342048824272,23.8984753661676,23.89838646287145,23.898433184053452,23.89805364340734,50.434593954675435,0.0,0.0,54.21047560096595,22.2,23.9,51.62967210728189,22.2,23.9,52.2293172337587,22.2,23.9,52.11594690371114,22.2,23.9,56.480007187073845,22.2,23.9,0.8,13314897.410932811,2158041.9447383406,400932.5904266943 
 07/01  12:00:00,18.3,25.303985818456372,23.898400737676198,23.898540095308114,23.898448963259,23.898492183935986,23.89810647100182,49.589757849681384,0.0,0.0,53.83168012279397,22.2,23.9,51.42409770476264,22.2,23.9,51.9627676902993,22.2,23.9,51.83336620781746,22.2,23.9,56.10845866985095,22.2,23.9,0.8,13349550.34844482,2189365.9508458963,404261.15505027917 
 07/01  12:15:00,18.450000000000003,25.414739163639023,23.898739435289183,23.89880870845232,23.89873687133396,23.89877101066872,23.898578991532144,48.88803409471903,0.0,0.0,53.166196167063674,22.2,23.9,50.89261282111266,22.2,23.9,51.38456664884576,22.2,23.9,51.23004421014138,22.2,23.9,55.489614930669696,22.2,23.9,0.4,12044613.259337898,1923329.8007658157,377002.09857756016 
 07/01  12:30:00,18.6,25.52953385929947,23.898836355367763,23.89892126467454,23.898845372238377,23.898882477024905,23.898676474870154,48.11173310643666,0.0,0.0,52.41946846761563,22.2,23.9,50.28625063652319,22.2,23.9,50.72684869889375,22.2,23.9,50.556107686002626,22.2,23.9,54.79087295728837,22.2,23.9,0.4,12037371.50079982,1910341.2763566948,376879.6150629855 
 07/01  12:45:00,18.75,25.64158222126776,23.898961735073993,23.89907615166589,23.898997819794022,23.899035741746626,23.898777085070172,47.24428794342101,0.0,0.0,51.79111560011987,22.2,23.9,49.83406408109087,22.2,23.9,50.21052659210381,22.2,23.9,50.03925884452825,22.2,23.9,54.16536286002413,22.2,23.9,0.4,12044150.359894445,1916195.0260267837,376879.75793018553 
 07/01  13:00:00,18.9,25.74632336702987,23.89907025312686,23.89919588698029,23.89912430630072,23.899156881571432,23.898865310724464,46.39946496640498,0.0,0.0,51.33805268708244,22.2,23.9,49.572613512286395,22.2,23.9,49.88352287784412,22.2,23.9,49.71836459546211,22.2,23.9,53.664362677130406,22.2,23.9,0.4,12049974.822014764,1921442.4270113718,376980.04464863066 
 07/01  13:15:00,18.625,25.84061678476299,23.898941511626298,23.899096421832777,23.899026592864132,23.899057436424698,23.89860876106469,45.717966055560396,0.0,0.0,51.45192084199822,22.2,23.9,49.86884478924886,22.2,23.9,50.11254273358541,22.2,23.9,49.96070775108804,22.2,23.9,53.64813698941175,22.2,23.9,0.8,13005979.765893035,2177626.1272729943,405154.4525225026 
