datetime_raw,outdoor_c,occupied,facility_j,kwh,cumulative_kwh,demand_kw,SPACE1-1,SPACE2-1,SPACE3-1,SPACE4-1,SPACE5-1,mean_zone_c,heating_sp,cooling_sp,step
 07/07  04:00:00,21.1,False,1237500.0,0.34375,925.5620487531787,1.375,21.722230426516152,21.71010815555009,21.71980127089989,21.727289715345176,21.8521735013974,21.74632061394174,16.7,29.4,592
 07/07  04:15:00,20.975,False,1237500.0,0.34375,925.9057987531787,1.375,21.70272172385976,21.692643083761237,21.70124612922507,21.707545580751933,21.83069137835615,21.72696957919083,16.7,29.4,593
 07/07  04:30:00,20.85,False,1237500.0,0.34375,926.2495487531787,1.375,21.683769497023903,21.677820154525936,21.68557970863333,21.69079436428324,21.81037857913885,21.709668460721048,16.7,29.4,594
 07/07  04:45:00,20.725,False,1237500.0,0.34375,926.5932987531787,1.375,21.67593546188838,21.695119759466944,21.71329028065056,21.693437761971303,21.7915190065384,21.713860454103116,16.7,29.4,595
 07/07  05:00:00,20.6,False,1237500.0,0.34375,926.9370487531787,1.375,21.679323419178584,21.74463967475397,21.78472544576982,21.711141145844252,21.775228912301625,21.739011719569653,16.7,29.4,596
 07/07  05:15:00,20.6,False,1237500.0,0.34375,927.2807987531787,1.375,21.693471466930653,21.81469735729293,21.874031969474217,21.744112976820706,21.762861155306133,21.777834985164922,16.7,29.4,597
 07/07  05:30:00,20.6,False,1237500.0,0.34375,927.6245487531787,1.375,21.71611149415674,21.897078292937028,21.96695404188211,21.790810787394715,21.7547039584922,21.82513171497256,16.7,29.4,598
 07/07  05:45:00,20.6,False,1237500.0,0.34375,927.9682987531787,1.375,21.74491093205345,21.98215852154051,22.05324758542578,21.84735363269032,21.75057378854213,21.87564889205044,16.7,29.4,599
 07/07  06:00:00,20.6,False,1237500.0,0.34375,928.3120487531787,1.375,21.77876691460604,22.069393229972466,22.13530515134528,21.91152010774578,21.75009884607397,21.92901684994871,16.7,29.4,600
 07/07  06:15:00,20.725,False,1237500.0,0.34375,928.6557987531787,1.375,21.822659388882222,22.164170339543706,22.222541963009256,21.9874906466377,21.75295644346613,21.989963756307805,16.7,29.4,601
 07/07  06:30:00,20.85,False,1237500.0,0.34375,928.9995487531787,1.375,21.876304578735294,22.266694820736177,22.316687668966072,22.07467468296077,21.75899604296828,22.058671558873318,16.7,29.4,602
 07/07  06:45:00,20.975,False,1237500.0,0.34375,929.3432987531787,1.375,21.93820922818431,22.38020731135828,22.42065365310746,22.17142515802647,21.768185637122382,22.13573619755978,16.7,29.4,603
 07/07  07:00:00,21.1,False,1237500.0,0.34375,929.6870487531787,1.375,22.007020138793923,22.5044548287054,22.53348187141416,22.27658072216689,21.7805794522865,22.22042340267338,16.7,29.4,604
 07/07  07:15:00,21.25,False,1237500.0,0.34375,930.0307987531787,1.375,22.08154645458449,22.63677867089589,22.65168503887713,22.388511354066136,21.796223558364467,22.310949015357625,16.7,29.4,605
 07/07  07:30:00,21.4,False,1237500.0,0.34375,930.3745487531787,1.375,22.16126363874057,22.775822529667987,22.77361603884968,22.506530948259883,21.81515107170203,22.40647684544403,16.7,29.4,606
 07/07  07:45:00,21.55,False,1237500.0,0.34375,930.7182987531787,1.375,22.26752121677344,23.059661182506677,22.987498420956136,22.647500661846937,21.83826653957801,22.56008960433224,16.7,29.4,607
 07/07  08:00:00,21.7,False,1237500.0,0.34375,931.0620487531787,1.375,22.401494357001592,23.49829766689519,23.27727872901236,22.80876098312993,21.866995412666995,22.770565429741215,16.7,29.4,608
 07/07  08:15:00,22.1,False,1237500.0,0.34375,931.4057987531787,1.375,22.584494042362103,24.090823626760127,23.644834132383167,23.021296565457327,21.910378462532396,23.050365365899026,16.7,29.4,609
 07/07  08:30:00,22.5,False,1237500.0,0.34375,931.7495487531787,1.375,22.77400635593357,24.712414697066112,23.9731856976814,23.23027459604154,21.960178612435627,23.330011991831647,16.7,29.4,610
 07/07  08:45:00,22.9,False,1237500.0,0.34375,932.0932987531787,1.375,22.961578686281555,25.269686377464417,24.24158382296354,23.436275426785336,22.022221721077216,23.586269206914416,16.7,29.4,611
 07/07  09:00:00,23.3,False,1237500.0,0.34375,932.4370487531787,1.375,23.16114128668464,25.77326546810417,24.46626224621085,23.647608023024823,22.09864282289569,23.829383969384036,16.7,29.4,612
 07/07  09:15:00,23.3,False,1237500.0,0.34375,932.7807987531787,1.375,23.315454748098617,26.12329600750349,24.59412460368079,23.816835129241795,22.17254578563407,24.004451254831753,16.7,29.4,613
 07/07  09:30:00,23.3,False,1237500.0,0.34375,933.1245487531787,1.375,23.452049366829144,26.400714704236783,24.67745358289035,23.968749761831923,22.24741839287354,24.14927716173235,16.7,29.4,614
 07/07  09:45:00,23.3,False,1237500.0,0.34375,933.4682987531787,1.375,23.58036917173708,26.666853421921704,24.73639270232756,24.10832740704741,22.318264881502472,24.282041516907245,16.7,29.4,615
 07/07  10:00:00,23.3,False,1237500.0,0.34375,933.8120487531787,1.375,23.714826854269717,26.960693152532727,24.77015440468524,24.22966896293336,22.38735648936742,24.412539972757692,16.7,29.4,616
 07/07  10:15:00,24.275,False,1237500.0,0.34375,934.1557987531787,1.375,23.87626657240116,27.255962419394606,24.83037627333061,24.36163299508827,22.45582123990721,24.556011900024373,16.7,29.4,617
 07/07  10:30:00,25.25,False,1237500.0,0.34375,934.4995487531787,1.375,24.06511465956416,27.52261242169344,24.92686979891828,24.509356061744285,22.52663441938999,24.71011747226203,16.7,29.4,618
 07/07  10:45:00,26.225,False,1237500.0,0.34375,934.8432987531787,1.375,24.258662432108284,27.71724466986317,25.044106911050715,24.664685566534057,22.599543397450347,24.856848595401317,16.7,29.4,619
 07/07  11:00:00,27.2,False,1237500.0,0.34375,935.1870487531787,1.375,24.45357560388052,27.84097481109773,25.17115930529732,24.82322907029501,22.67457795577729,24.992703349269576,16.7,29.4,620
 07/07  11:15:00,27.625,False,1237500.0,0.34375,935.5307987531787,1.375,24.63254703839775,27.900724247974196,25.294972561337943,24.97667531240138,22.751394357650376,25.11126270355233,16.7,29.4,621
 07/07  11:30:00,28.05,False,1237500.0,0.34375,935.8745487531787,1.375,24.80223581557334,27.90932185824021,25.41676285659566,25.126902246541405,22.83017919560641,25.217080394511406,16.7,29.4,622
 07/07  11:45:00,28.475,False,1237500.0,0.34375,936.2182987531787,1.375,24.95918016272107,27.868986662349798,25.53448626466241,25.2714096546147,22.9102071021026,25.308853969290116,16.7,29.4,623
 07/07  12:00:00,28.9,False,1237500.0,0.34375,936.5620487531787,1.375,25.100529163596345,27.792445288880725,25.641425600545475,25.40319510690076,22.986415146708588,25.384802061326383,16.7,29.4,624
 07/07  12:15:00,28.475,False,1237500.0,0.34375,936.9057987531787,1.375,25.23447330238978,27.65897111769919,25.74594282835637,25.53569152573555,23.07661543491478,25.450338841819132,16.7,29.4,625
 07/07  12:30:00,28.05,False,1237500.0,0.34375,937.2495487531787,1.375,25.32989239810832,27.499541540740267,25.81753087520733,25.637965855900696,23.161656509514284,25.489317435894183,16.7,29.4,626
 07/07  12:45:00,27.625,False,1237500.0,0.34375,937.5932987531787,1.375,25.385743272587234,27.330794385320964,25.872418452623805,25.72883322436759,23.233788871805608,25.510315641341037,16.7,29.4,627
 07/07  13:00:00,27.2,False,1237500.0,0.34375,937.9370487531787,1.375,25.401446479805287,27.162179978247774,25.891022453914,25.811264707361087,23.29976999144091,25.513136722153813,16.7,29.4,628
 07/07  13:15:00,27.075,False,1237500.0,0.34375,938.2807987531787,1.375,25.393253751319023,27.021345270337207,25.903085958915938,25.891938912613853,23.358543650540188,25.51363350874524,16.7,29.4,629
 07/07  13:30:00,26.95,False,1237500.0,0.34375,938.6245487531787,1.375,25.36076519588414,26.91312319082804,25.92820368889961,25.951387437873304,23.41004449673913,25.512704802044844,16.7,29.4,630
 07/07  13:45:00,26.825,False,1237500.0,0.34375,938.9682987531787,1.375,25.31730080116538,26.800171236522427,25.93466359279672,25.979924140192693,23.45450827472936,25.497313609081317,16.7,29.4,631
 07/07  14:00:00,26.7,False,1237500.0,0.34375,939.3120487531787,1.375,25.26624601282071,26.671346374019144,25.909141256850784,25.978469813967877,23.491447102648223,25.46333011206135,16.7,29.4,632
 07/07  14:15:00,26.7,False,1237500.0,0.34375,939.6557987531787,1.375,25.207664539438863,26.530247653374783,25.857653938015567,25.950845001388192,23.52026234448723,25.41333469534093,16.7,29.4,633
 07/07  14:30:00,26.7,False,1237500.0,0.34375,939.9995487531787,1.375,25.140058232071716,26.380487207284,25.786604891491955,25.89879272882583,23.54046321696568,25.34928125532783,16.7,29.4,634
 07/07  14:45:00,26.7,False,1237500.0,0.34375,940.3432987531787,1.375,25.072897406434517,26.237603665709383,25.71341754482058,25.843471274839168,23.552270323146857,25.2839320429901,16.7,29.4,635
 07/07  15:00:00,26.7,False,1237500.0,0.34375,940.6870487531787,1.375,25.008948600513467,26.10439149550242,25.64224480131454,25.791342142499992,23.55673820723311,25.220733049412708,16.7,29.4,636
 07/07  15:15:00,26.425,False,1237500.0,0.34375,941.0307987531787,1.375,24.93928620742081,25.97185277642605,25.563310349212053,25.734632349997376,23.55513983587841,25.152844303786942,16.7,29.4,637
 07/07  15:30:00,26.15,False,1237500.0,0.34375,941.3745487531787,1.375,24.862725629367787,25.837704915337948,25.47465861989786,25.671745330506624,23.548386859462752,25.079044270914597,16.7,29.4,638
 07/07  15:45:00,25.875000000000004,False,1237500.0,0.34375,941.7182987531787,1.375,24.77229964574306,25.69019708496388,25.36504556232492,25.58163840460802,23.53693132258158,24.989222404044295,16.7,29.4,639
 07/07  16:00:00,25.6,False,1237500.0,0.34375,942.0620487531787,1.375,24.667643151982965,25.527399670548338,25.233552559377067,25.46037144164377,23.520469820967477,24.88188732890392,16.7,29.4,640
 07/07  16:15:00,25.175000000000004,False,1237500.0,0.34375,942.4057987531787,1.375,24.546918901375584,25.34881035051547,25.08023862005677,25.30977965949988,23.49836967356454,24.75682344100245,16.7,29.4,641
 07/07  16:30:00,24.75,False,1237500.0,0.34375,942.7495487531787,1.375,24.41248476492438,25.156914019612607,24.908760190691357,25.134638595400265,23.47027699710941,24.6166149135476,16.7,29.4,642
 07/07  16:45:00,24.325,False,1237500.0,0.34375,943.0932987531787,1.375,24.281862791590783,24.97620258484762,24.74615477269826,24.969372206314134,23.43642655534176,24.48200378215851,16.7,29.4,643
 07/07  17:00:00,23.9,False,1237500.0,0.34375,943.4370487531787,1.375,24.158969153363177,24.811267415989303,24.598360134512728,24.821826064804085,23.39805229061241,24.357695011856343,16.7,29.4,644
 07/07  17:15:00,23.75,False,1237500.0,0.34375,943.7807987531787,1.375,24.047934494135365,24.6619981396758,24.46650654799941,24.691944854289908,23.356648689442142,24.245006545108524,16.7,29.4,645
 07/07  17:30:00,23.6,False,1237500.0,0.34375,944.1245487531787,1.375,23.94605996910548,24.523980831822065,24.345722136372768,24.576602782173588,23.313419160968923,24.141156976088563,16.7,29.4,646
 07/07  17:45:00,23.450000000000003,False,1237500.0,0.34375,944.4682987531787,1.375,23.843514121451644,24.384478021372026,24.221845115378382,24.45591697299937,23.269021438201783,24.03495513388064,16.7,29.4,647
 07/07  18:00:00,23.3,False,1237500.0,0.34375,944.8120487531787,1.375,23.7376184562638,24.24072227238245,24.091455085101536,24.324353153760164,23.22345135910784,23.92352006532316,16.7,29.4,648
 07/07  18:15:00,23.3,False,1237500.0,0.34375,945.1557987531787,1.375,23.63376414369481,24.097674529572338,23.9604507678222,24.189058230242267,23.176491358478973,23.811487805962116,16.7,29.4,649
 07/07  18:30:00,23.3,False,1237500.0,0.34375,945.4995487531787,1.375,23.53304895125265,23.95650851618597,23.83065702657087,24.05307685694908,23.12806688724149,23.70027164764001,16.7,29.4,650
 07/07  18:45:00,23.3,False,1237500.0,0.34375,945.8432987531787,1.375,23.43583302826609,23.818510949105047,23.703532478148823,23.925524143456208,23.07833326231393,23.592346772258022,16.7,29.4,651
 07/07  19:00:00,23.3,False,1237500.0,0.34375,946.1870487531787,1.375,23.34136987064714,23.683480132876667,23.57882247248121,23.80897734145581,23.02765335413996,23.488060634320156,16.7,29.4,652
 07/07  19:15:00,23.175,False,1237500.0,0.34375,946.5307987531787,1.375,23.244844431627477,23.54834284593776,23.45285761467256,23.69187274483046,22.97638217390544,23.382859962194736,16.7,29.4,653
 07/07  19:30:00,23.05,False,1237500.0,0.34375,946.8745487531787,1.375,23.141158517773523,23.40452480439764,23.31640187412897,23.53068039858577,22.92450476028434,23.263454071034047,16.7,29.4,654
 07/07  19:45:00,22.925,False,1237500.0,0.34375,947.2182987531787,1.375,23.04208412500964,23.269792943021727,23.18826226793953,23.37077701812795,22.87175526998878,23.148534324817525,16.7,29.4,655
 07/07  20:00:00,22.8,False,1237500.0,0.34375,947.5620487531787,1.375,22.951976498915315,23.14987136925637,23.075117759247423,23.23342187485181,22.81857953717097,23.04579340788838,16.7,29.4,656
 07/07  20:15:00,22.8,False,1237500.0,0.34375,947.9057987531787,1.375,22.872017897006018,23.043994937437724,22.97686011162136,23.11635200877997,22.765819193793767,22.955008829727767,16.7,29.4,657
 07/07  20:30:00,22.8,False,1237500.0,0.34375,948.2495487531787,1.375,22.799973188550982,22.948552999826084,22.8894467934937,23.01182951465046,22.71420089659166,22.87280067862258,16.7,29.4,658
 07/07  20:45:00,22.8,False,1237500.0,0.34375,948.5932987531787,1.375,22.73379513360393,22.861209583157343,22.809906899943048,22.91611797307574,22.66417150621781,22.797040219199577,16.7,29.4,659
 07/07  21:00:00,22.8,False,1237500.0,0.34375,948.9370487531787,1.375,22.67234181699336,22.781016364190037,22.736984269398853,22.82839898634113,22.61595835671791,22.72693995872826,16.7,29.4,660
 07/07  21:15:00,22.525,False,1237500.0,0.34375,949.2807987531787,1.375,22.60787227651572,22.701963796342984,22.663253813590725,22.74282852392104,22.56963503965251,22.657110690004597,16.7,29.4,661
 07/07  21:30:00,22.25,False,1237500.0,0.34375,949.6245487531787,1.375,22.540329521025523,22.623754317505163,22.58832961848201,22.65903033869381,22.525125545101428,22.587313868161587,16.7,29.4,662
 07/07  21:45:00,21.975,False,1237500.0,0.34375,949.9682987531787,1.375,22.472310201892384,22.54781416300368,22.514322751244176,22.578274979065423,22.48433674487626,22.519411768016386,16.7,29.4,663
 07/07  22:00:00,21.7,False,1237500.0,0.34375,950.3120487531787,1.375,22.405161202128596,22.47456777576861,22.442257818645047,22.500864561093188,22.44356070197967,22.45328241192302,16.7,29.4,664
 07/07  22:15:00,21.55,False,1237500.0,0.34375,950.6557987531787,1.375,22.34153922895629,22.405013293649848,22.37375680210732,22.427711822688117,22.40204782488938,22.39001379445819,16.7,29.4,665
 07/07  22:30:00,21.4,False,1237500.0,0.34375,950.9995487531787,1.375,22.281150526897733,22.33864611556888,22.30842677800332,22.35824017491656,22.36055794861496,22.329404308800292,16.7,29.4,666
 07/07  22:45:00,21.25,False,1237500.0,0.34375,951.3432987531787,1.375,22.222849216808367,22.27470098177272,22.245370983017477,22.29161859513319,22.319712381062786,22.270850431558905,16.7,29.4,667
 07/07  23:00:00,21.1,False,1237500.0,0.34375,951.6870487531787,1.375,22.166131411913568,22.212898001081054,22.18420759965169,22.22750906347725,22.27986051376763,22.214121317978236,16.7,29.4,668
 07/07  23:15:00,21.1,False,1237500.0,0.34375,952.0307987531787,1.375,22.116542212554734,22.158446362355857,22.13147531334435,22.17106988740704,22.24096255416697,22.163699265965793,16.7,29.4,669
 07/07  23:30:00,21.1,False,1237500.0,0.34375,952.3745487531787,1.375,22.07382852161551,22.110969948564907,22.087084234789035,22.12187946958276,22.20307528536677,22.119367491983798,16.7,29.4,670
 07/07  23:45:00,21.1,False,1237500.0,0.34375,952.7182987531787,1.375,22.03565415906133,22.068248044636167,22.048161328485477,22.077678841378745,22.166342999924787,22.0792170746973,16.7,29.4,671
 07/07  24:00:00,21.1,False,1237500.0,0.34375,953.0620487531787,1.375,22.000614741761066,22.029066948690645,22.01291211169556,22.03722186707198,22.1309081451986,22.04214476288357,16.7,29.4,672
 07/08  00:15:00,20.975,False,427500.0,0.11875,953.1807987531787,0.475,21.849416506348398,21.88264989592809,21.860636399541967,21.889702065430885,21.984918898866148,21.8934647532231,16.7,29.4,673
 07/08  00:30:00,20.85,False,427500.0,0.11875,953.2995487531787,0.475,21.70823566954536,21.75091765027605,21.717786023034904,21.757019309413703,21.82147644951516,21.751087020357037,16.7,29.4,674
 07/08  00:45:00,20.725,False,427500.0,0.11875,953.4182987531786,0.475,21.616814939354114,21.665541706930576,21.624815754794398,21.67082438555593,21.705215331767253,21.656642423680456,16.7,29.4,675
 07/08  01:00:00,20.6,False,427500.0,0.11875,953.5370487531786,0.475,21.552429183796487,21.60220696012049,21.559246174333893,21.606782321081948,21.631490293622907,21.590430986591144,16.7,29.4,676
 07/08  01:15:00,20.3,False,427500.0,0.11875,953.6557987531786,0.475,21.489269224775885,21.539103881862356,21.495489083086067,21.54306705822425,21.57709257165193,21.5288043639201,16.7,29.4,677
 07/08  01:30:00,20.0,False,427500.0,0.11875,953.7745487531786,0.475,21.422589653283943,21.4737785056303,21.42863940035688,21.477212181090064,21.528601288431098,21.466164205758457,16.7,29.4,678
 07/08  01:45:00,19.7,False,427500.0,0.11875,953.8932987531786,0.475,21.35570962240184,21.409374492566997,21.361831078157,21.41235036155506,21.48286683860133,21.404426478656443,16.7,29.4,679
 07/08  02:00:00,19.4,False,427500.0,0.11875,954.0120487531785,0.475,21.29059330819866,21.34709728971145,21.296950747728875,21.34967713774041,21.440215572495013,21.344906811174884,16.7,29.4,680
 07/08  02:15:00,19.125,False,427500.0,0.11875,954.1307987531785,0.475,21.22777171422564,21.28684868280662,21.23434213068791,21.289085846762795,21.40076743041591,21.287763160979775,16.7,29.4,681
 07/08  02:30:00,18.85,False,427500.0,0.11875,954.2495487531785,0.475,21.16661273900883,21.22799944006713,21.17336152409777,21.229939920343597,21.364006005258688,21.232383925755205,16.7,29.4,682
 07/08  02:45:00,18.575000000000003,False,427500.0,0.11875,954.3682987531785,0.475,21.10650985700137,21.17012906412956,21.113450862077222,21.171812563359563,21.32929691232856,21.178239851779256,16.7,29.4,683
 07/08  03:00:00,18.3,False,427500.0,0.11875,954.4870487531784,0.475,21.04719862796921,21.113068165439937,21.054368974899837,21.11452899962569,21.29617883139973,21.12506871986688,16.7,29.4,684
 07/08  03:15:00,18.3,False,427500.0,0.11875,954.6057987531784,0.475,20.996421873516272,21.062597734451373,21.003414594419187,21.06386634074837,21.264387885724496,21.078137685771935,16.7,29.4,685
 07/08  03:30:00,18.3,False,427500.0,0.11875,954.7245487531784,0.475,20.953713525106096,21.01816432933765,20.96016085186456,21.01926644561057,21.23383717314672,21.03702846501312,16.7,29.4,686
 07/08  03:45:00,18.3,False,427500.0,0.11875,954.8432987531784,0.475,20.915891669946458,20.97751839005519,20.92162399267584,20.97847594370833,21.204534400684807,20.999608879414126,16.7,29.4,687
 07/08  04:00:00,18.3,False,427500.0,0.11875,954.9620487531784,0.475,20.881179272717254,20.939621863682092,20.88613904954847,20.94045388798125,21.17651348905775,20.964781512597362,16.7,29.4,688
 07/08  04:15:00,18.025,False,427500.0,0.11875,955.0807987531783,0.475,20.840948867918023,20.89835481859413,20.845685960601703,20.89907723282475,21.149763927769563,20.926766161541632,16.7,29.4,689
 07/08  04:30:00,17.75,False,427500.0,0.11875,955.1995487531783,0.475,20.80044872598468,20.862554452887014,20.809404720808995,20.8631816896332,21.12427362859169,20.891972643581116,16.7,29.4,690
 07/08  04:45:00,17.474999999999998,False,427500.0,0.11875,955.3182987531783,0.475,20.763214267360045,20.83602533033477,20.78270883163668,20.835558724214163,21.100258238147752,20.863553078338686,16.7,29.4,691
 07/08  05:00:00,17.2,False,427500.0,0.11875,955.4370487531783,0.475,20.72935043717906,20.81568091136214,20.761686984693725,20.814614885119678,21.077956892219635,20.839858022114846,16.7,29.4,692
 07/08  05:15:00,17.9,False,427500.0,0.11875,955.5557987531782,0.475,20.72518042067733,20.82053113659056,20.770599524944988,20.81903819186028,21.057648422634355,20.8385995393415,16.7,29.4,693
 07/08  05:30:00,18.6,False,427500.0,0.11875,955.6745487531782,0.475,20.74926565977663,20.848957492848104,20.80842042717966,20.84679362117493,21.03963756888973,20.85861495397381,16.7,29.4,694
 07/08  05:45:00,19.3,False,427500.0,0.11875,955.7932987531782,0.475,20.79464642634585,20.899795743670506,20.87194382618474,20.89639790466344,21.024506411075127,20.897458062387933,16.7,29.4,695
 07/08  06:00:00,20.0,False,427500.0,0.11875,955.9120487531782,0.475,20.85573172366101,20.97222660935768,20.958502901350617,20.964678485701054,21.013719391031664,20.952971822220405,16.7,29.4,696
 07/08  06:15:00,20.15,False,2951330.9884176585,0.8198141634493495,956.7318629166275,3.279256653797398,22.11158667507402,22.142501931868,22.127834756756023,22.136696826504817,21.981101260660257,22.099944290172623,22.200000000000003,23.9,697
 07/08  06:30:00,20.3,False,2974930.084769713,0.826369467991587,957.5582323846191,3.305477871966348,22.20084585727407,22.19897915920076,22.201053318504982,22.19865451273948,22.20119579807509,22.20014572915888,22.2,23.9,698
 07/08  06:45:00,20.450000000000003,False,3013790.814402763,0.8371641151118785,958.3953964997311,3.348656460447514,22.1998423837523,22.201298394999235,22.200152928335324,22.20090475529125,22.20039942604892,22.200519577685405,22.2,23.9,699
 07/08  07:00:00,20.6,False,3046168.191754859,0.8461578310430163,959.2415543307741,3.3846313241720654,22.199537193460717,22.199693299280987,22.20084165904232,22.20209337729708,22.20173329736437,22.200779765289095,22.2,23.9,700
 07/08  07:15:00,20.875,False,3091929.0081754057,0.8588691689376127,960.1004234997117,3.4354766757504507,22.200607177254877,22.20060082716414,22.20039165949356,22.20029803413531,22.201161520851464,22.20061184377987,22.2,23.9,701
 07/08  07:30:00,21.15,False,3139684.547617411,0.8721345965603918,960.9725580962721,3.4885383862415673,22.200882221801955,22.20018743465556,22.200135543107823,22.199805261406357,22.200722505474683,22.200346593289275,22.2,23.9,702
 07/08  07:45:00,21.425,False,3188713.4170515705,0.8857537269587695,961.8583118232309,3.543014907835078,22.200449737963904,22.19826250817053,22.20112757323987,22.20210078793059,22.200686370094463,22.200525395479872,22.2,23.9,703
 07/08  08:00:00,21.7,False,3238931.2981781834,0.8997031383828287,962.7580149616138,3.5988125535313147,22.19894190310792,22.199076257395514,22.20108311803675,22.202438791538707,22.200698849489367,22.200447783913653,22.2,23.9,704
 07/08  08:15:00,22.675,True,10856019.0964567,3.0155608601268606,965.7735758217406,12.062243440507443,22.523703847862837,22.646301757224496,22.95148880031805,22.199954520290788,22.592584777696658,22.582806740678567,22.2,23.9,705
 07/08  08:30:00,23.65,True,11045551.2703102,3.068208686197278,968.8417845079379,12.272834744789112,22.931548982117054,23.16330023164101,23.684735731208228,22.22292261336368,23.0186083860171,23.004223188869418,22.2,23.9,706
 07/08  08:45:00,24.625000000000004,True,11278932.2969782,3.133036749160611,971.9748212570985,12.532146996642444,23.25008704788931,23.629191573671417,23.893671761995357,22.369048901726504,23.288746887357902,23.2861492345281,22.2,23.9,707
 07/08  09:00:00,25.6,True,11541743.126237,3.206039757288055,975.1808610143866,12.82415902915222,23.56605845671477,23.88615340840711,23.89899135140498,22.58250262238772,23.514174257605596,23.489576019304035,22.2,23.9,708
 07/08  09:15:00,25.6,True,14607099.050847156,4.057527514124209,979.2383885285108,16.230110056496837,23.88968674848438,23.897844718309475,23.898741693744117,23.0491854720279,23.89021165572333,23.72513405765784,22.2,23.9,709
 07/08  09:30:00,25.6,True,14972038.19246647,4.158899497907353,983.3972880264181,16.63559799162941,23.89850724929575,23.898675688092663,23.898761057635625,23.41522907775069,23.898810678748536,23.801996750304653,22.2,23.9,710
 07/08  09:45:00,25.6,True,15181931.273820128,4.217203131616702,987.6144911580348,16.868812526466808,23.8982491919177,23.898170188701577,23.898203715687565,23.638800034990066,23.89849463601973,23.84638355346333,22.2,23.9,711
 07/08  10:00:00,25.6,True,15345146.806175938,4.262540779493316,991.877031937528,17.050163117973263,23.898083941650192,23.898145911672536,23.89815077087377,23.800609589814275,23.897890323390385,23.87857610748023,22.2,23.9,712
 07/08  10:15:00,26.000000000000004,True,15897993.545663904,4.4161093182399735,996.293141255768,17.664437272959894,23.89801479474076,23.89819279265895,23.89813402771268,23.886522113520275,23.897759267594285,23.89572459924539,22.2,23.9,713
 07/08  10:30:00,26.4,True,16089287.012579024,4.469246392383062,1000.762387648151,17.87698556953225,23.89800321507744,23.898237793331543,23.89810287973897,23.896686689221788,23.897715860994992,23.897749287672944,22.2,23.9,714
 07/08  10:45:00,26.8,True,16260935.05631332,4.516926404531477,1005.2793140526825,18.06770561812591,23.89801062453141,23.89825681872694,23.898090534684744,23.89793303595861,23.897704006529583,23.897999004086255,22.2,23.9,715
 07/08  11:00:00,27.2,True,16421247.719653329,4.561457699903702,1009.8407717525862,18.245830799614808,23.898031449983414,23.898270061015573,23.89809128560116,23.89807940045532,23.89770858091749,23.89803615559459,22.2,23.9,716
 07/08  11:15:00,27.35,True,15961757.318485385,4.433821477357051,1014.2745932299432,17.735285909428203,23.89819319253219,23.89839035543993,23.89823023400863,23.89823780289154,23.8979424075338,23.898198798481218,22.2,23.9,717
 07/08  11:30:00,27.5,True,16028111.994635854,4.452253331843292,1018.7268465617865,17.80901332737317,23.8982851896124,23.89848798243586,23.89831459537674,23.89832937230579,23.898006646642223,23.898284757274602,22.2,23.9,718
 07/08  11:45:00,27.65,True,16011825.34083318,4.447729261342549,1023.1745758231291,17.790917045370197,23.89842370243649,23.8986392561593,23.898456608012324,23.89847680442884,23.898076348910184,23.898414543989425,22.2,23.9,719
 07/08  12:00:00,27.8,True,15971260.36106358,4.43646121140655,1027.6110370345357,17.7458448456262,23.89854681693249,23.89875521152736,23.898569840670508,23.898594399959173,23.898145745766527,23.898522402971214,22.2,23.9,720
 07/08  12:15:00,27.8,True,14410557.95354034,4.002932764872316,1031.613969799408,16.011731059489264,23.89887638909322,23.899021333528967,23.89888609966253,23.89890848838614,23.898605695846967,23.898859601303563,22.2,23.9,721
 07/08  12:30:00,27.8,True,14255378.104463294,3.959827251239804,1035.573797050648,15.839309004959215,23.899043230143874,23.899173869567395,23.899054476773912,23.899078407937846,23.89873578819929,23.899017154524465,22.2,23.9,722
 07/08  12:45:00,27.8,True,14193007.402969528,3.942502056380424,1039.5162991070283,15.770008225521696,23.899160968963766,23.89928563412726,23.89917483082877,23.866774206175275,23.89884641018144,23.8926484100553,22.2,23.9,723
 07/08  13:00:00,27.8,True,14147830.577948583,3.9299529383190506,1043.4462520453474,15.719811753276202,23.89924129702111,23.899352259781427,23.89925428695513,23.821894054609423,23.89893903903397,23.883736187480213,22.2,23.9,724
 07/08  13:15:00,27.65,True,15184057.949358448,4.217793874821791,1047.6640459201692,16.871175499287165,23.899108456771422,23.899221632652697,23.89912441771832,23.889904372339164,23.898707531976807,23.89721328229168,22.2,23.9,725
 07/08  13:30:00,27.5,True,15196342.445056545,4.221206234737929,1051.8852521549072,16.884824938951716,23.89904883783637,23.89912797863453,23.89905001559276,23.89793268187579,23.898682517405597,23.89876840626901,22.2,23.9,726
 07/08  13:45:00,27.35,True,15246659.8524029,4.235183292334138,1056.1204354472413,16.940733169336553,23.89890613129121,23.898955705811463,23.898890234725062,23.898770427577944,23.89861126480297,23.898826752841728,22.2,23.9,727
 07/08  14:00:00,27.2,True,15335811.03995966,4.259947511099905,1060.3803829583412,17.03979004439962,23.898766701196557,23.898797296285245,23.898734245059103,23.898719843993334,23.898532953005088,23.898710207907865,22.2,23.9,728
 07/08  14:15:00,27.35,True,15821727.8562674,4.394924404518722,1064.7753073628598,17.57969761807489,23.89860584096073,23.89863559036998,23.898568179992797,23.898547384354536,23.89839461396087,23.898550321927786,22.2,23.9,729
