datetime_raw,outdoor_c,occupied,facility_j,kwh,cumulative_kwh,demand_kw,SPACE1-1,SPACE2-1,SPACE3-1,SPACE4-1,SPACE5-1,mean_zone_c,heating_sp,cooling_sp,step
 07/01  08:00:00,16.7,False,2056329.527136526,0.5712026464268127,7.273868569290002,2.284810585707251,22.19920693832183,22.19871022155668,22.199674181000955,22.200315613571973,22.201927286179284,22.199966848126145,22.2,23.9,32
 07/01  08:15:00,16.825,True,9507995.433964314,2.641109842767865,9.914978412057867,10.56443937107146,22.30308801521084,22.19986195024194,22.579980397431974,22.19997303811377,22.520978431085798,22.360776366416864,22.2,23.9,33
 07/01  08:30:00,16.95,True,9532952.434201969,2.64804234283388,12.563020754891747,10.59216937133552,22.459720596991502,22.287502298090796,23.033427638700644,22.2000969302158,22.89512481702272,22.57517445620429,22.2,23.9,34
 07/01  08:45:00,17.075,True,9556901.683564223,2.654694912101173,15.21771566699292,10.618779648404692,22.64493873397621,22.46696368478448,23.324885319936392,22.19958651713413,23.13492342606211,22.75425953637866,22.2,23.9,35
 07/01  09:00:00,17.2,True,9577218.74049086,2.6603385390252385,17.87805420601816,10.641354156100954,22.836126826410982,22.666597135664222,23.5707881497894,22.253058856204103,23.32558171420625,22.930430536454992,22.2,23.9,36
 07/01  09:15:00,17.349999999999998,True,12258293.912316946,3.405081642310263,21.28313584832842,13.620326569241051,23.323447370797744,23.126100856016954,23.89110599509182,22.65532098137475,23.777298925182716,23.354654825692798,22.2,23.9,37
 07/01  09:30:00,17.5,True,12448708.89414564,3.457974692818233,24.741110541146654,13.831898771272932,23.765044793220053,23.517933251297578,23.898665144820093,23.011820368002223,23.8963377921593,23.61796026989985,22.2,23.9,38
 07/01  09:45:00,17.650000000000002,True,12625169.78776426,3.5069916077122945,28.248102148858948,14.027966430849178,23.893390445108853,23.768843618211637,23.89829883374092,23.233019314196877,23.898572553534592,23.738424952958574,22.2,23.9,39
 07/01  10:00:00,17.8,True,12766022.257316656,3.546117293699071,31.794219442558017,14.184469174796284,23.898050743925637,23.883981027710245,23.898101191018245,23.40644324099393,23.8984195929706,23.796999159323732,22.2,23.9,40
 07/01  10:15:00,17.925,True,13288286.983777724,3.6911908288271453,35.48541027138516,14.764763315308581,23.898210692672173,23.89651399707294,23.89801514040738,23.584525743034806,23.89826534847943,23.835106184333345,22.2,23.9,41
 07/01  10:30:00,18.05,True,13439928.85072927,3.733313569647019,39.21872384103218,14.933254278588077,23.898083444744756,23.89794910605869,23.8979923076052,23.761951325428857,23.89774050359168,23.870743337485838,22.2,23.9,42
 07/01  10:45:00,18.175,True,13566595.295588072,3.7684986932189086,42.98722253425109,15.073994772875634,23.898025518220727,23.898108797444817,23.89801898499447,23.88236323656265,23.89768513485925,23.89484033441638,22.2,23.9,43
 07/01  11:00:00,18.3,True,13685793.712348849,3.8016093645413465,46.78883189879244,15.206437458165386,23.898015617586108,23.898145628528464,23.89805038187269,23.89627826467007,23.897685840059957,23.897635146543458,22.2,23.9,44
 07/01  11:15:00,18.3,True,13247898.596805688,3.679971832446024,50.46880373123846,14.719887329784097,23.89820658742937,23.89830651138633,23.89822786139812,23.898120621431826,23.89793793268506,23.898159902866144,22.2,23.9,45
 07/01  11:30:00,18.3,True,13277158.562005837,3.6880996005571767,54.15690333179563,14.752398402228707,23.89827364377512,23.898389514457207,23.89830695638968,23.89835135877825,23.89799552770635,23.89826340022132,22.2,23.9,46
 07/01  11:45:00,18.3,True,13314897.410932813,3.698582614148003,57.855485945943634,14.794330456592013,23.898342048824272,23.8984753661676,23.89838646287145,23.89843318405345,23.89805364340734,23.89833814106482,22.2,23.9,47
 07/01  12:00:00,18.3,True,13349550.34844482,3.7082084301235607,61.5636943760672,14.832833720494243,23.8984007376762,23.898540095308118,23.898448963259,23.898492183935986,23.89810647100182,23.898397690236227,22.2,23.9,48
 07/01  12:15:00,18.450000000000003,True,12044613.259337898,3.3457259053716384,64.90942028143884,13.382903621486554,23.898739435289183,23.89880870845232,23.89873687133396,23.89877101066872,23.898578991532144,23.898727003455267,22.2,23.9,49
 07/01  12:30:00,18.6,True,12037371.50079982,3.3437143057777274,68.25313458721656,13.37485722311091,23.898836355367763,23.89892126467454,23.898845372238377,23.898882477024905,23.898676474870157,23.898832388835146,22.2,23.9,50
 07/01  12:45:00,18.75,True,12044150.359894443,3.3455973221929005,71.59873190940947,13.382389288771602,23.898961735073996,23.89907615166589,23.898997819794022,23.899035741746623,23.89877708507017,23.898969706670137,22.2,23.9,51
 07/01  13:00:00,18.9,True,12049974.822014764,3.347215228337434,74.9459471377469,13.388860913349736,23.89907025312686,23.89919588698029,23.89912430630072,23.899156881571432,23.898865310724464,23.899082527740752,22.2,23.9,52
 07/01  13:15:00,18.625,True,13005979.765893036,3.6127721571925098,78.55871929493941,14.451088628770039,23.898941511626298,23.899096421832777,23.89902659286413,23.899057436424695,23.89860876106469,23.89894614476252,22.2,23.9,53
 07/01  13:30:00,18.35,True,13003792.843916548,3.6121646788657076,82.17088397380512,14.44865871546283,23.89893047751564,23.899044402178216,23.898991770518823,23.899009778794778,23.89859545897087,23.898914377595666,22.2,23.9,54
 07/01  13:45:00,18.075000000000003,True,12988531.63044752,3.6079254529020885,85.77880942670721,14.431701811608354,23.898854953141523,23.89891647993589,23.898878367255204,23.89888297889383,23.89853958565765,23.898814472976824,22.2,23.9,55
 07/01  14:00:00,17.8,True,12977955.06791736,3.6049875188659333,89.38379694557315,14.419950075463733,23.898783877387636,23.89881334382997,23.89878139556318,23.89877799564922,23.898483042458977,23.898727930977795,22.2,23.9,56
 07/01  14:15:00,17.8,True,13300098.263771782,3.694471739936606,93.07826868550976,14.777886959746423,23.89867193587349,23.898699801031672,23.89866646642529,23.89866171666953,23.89836275825409,23.898612535650816,22.2,23.9,57
 07/01  14:30:00,17.8,True,13342000.85862494,3.706111349618039,96.7843800351278,14.824445398472156,23.89857679028808,23.898600255117103,23.898565264405043,23.89855773075488,23.89827334846293,23.898514677805604,22.2,23.9,58
 07/01  14:45:00,17.8,True,13326462.20565104,3.7017950571252882,100.48617509225309,14.807180228501153,23.898520515895942,23.89854407513177,23.898509999258405,23.898510075412045,23.89818837448216,23.898454608036065,22.2,23.9,59
 07/01  15:00:00,17.8,True,13282597.62145043,3.689610450402897,104.17578554265599,14.758441801611587,23.898500304187824,23.898531977656013,23.89849818170681,23.89851274549569,23.89812594451883,23.89843383071304,22.2,23.9,60
 07/01  15:15:00,17.375,True,12603023.741546474,3.5008399282073537,107.67662547086334,14.003359712829415,23.89861868417907,23.898638533741934,23.89861345536092,23.89863284053928,23.898223542101828,23.898545411184607,22.2,23.9,61
 07/01  15:30:00,16.950000000000003,True,12458461.156175096,3.460683654493082,111.13730912535642,13.842734617972328,23.89864790301868,23.89866759237573,23.898646905817248,23.873342180629106,23.898196568379237,23.893500230044,22.2,23.9,62
 07/01  15:45:00,16.525000000000002,True,12365275.056937654,3.4347986269271256,114.57210775228354,13.739194507708502,23.898631319156813,23.875218075431,23.898624031331902,23.789926475245817,23.89815578660922,23.872111137554953,22.2,23.9,63
 07/01  16:00:00,16.1,True,12287014.339553673,3.4130595387649088,117.98516729104846,13.652238155059635,23.898612617318022,23.80477012540013,23.89859733035343,23.682777538098904,23.898122954959558,23.83657611322601,22.2,23.9,64
 07/01  16:15:00,15.975,True,11183923.715424662,3.1066454765068503,121.09181276755531,12.426581906027401,23.89880178142345,23.616393259921622,23.898756300886333,23.483552443831773,23.89837679930884,23.7591761170744,22.2,23.9,65
 07/01  16:30:00,15.85,True,11134214.991772026,3.0928374977144513,124.18465026526977,12.371349990857805,23.89876492909073,23.45204436303572,23.89871125743775,23.31579543649348,23.89833031650179,23.692729260511896,22.2,23.9,66
 07/01  16:45:00,15.725,True,11096082.785600958,3.0822452182224884,127.26689548349225,12.328980872889954,23.89872191003361,23.34280356325629,23.898664938907007,23.205764754986596,23.898270214990035,23.648845076434704,22.2,23.9,67
 07/01  17:00:00,15.6,True,11067283.251798583,3.0742453477218286,130.3411408312141,12.296981390887314,23.87952882361272,23.256928252941297,23.89862820033462,23.12349370778599,23.89821622587024,23.611359042108973,22.2,23.9,68
 07/01  17:15:00,15.725,True,11077410.9568658,3.077058599129389,133.4181994303435,12.308234396517555,23.846075609941963,23.179723231662223,23.898593147947725,23.056371053624,23.898174904862618,23.575787589607707,22.2,23.9,69
 07/01  17:30:00,15.85,True,11088647.78020004,3.0801799389444553,136.49837936928796,12.320719755777821,23.810352302911006,23.10919880762857,23.898566692694367,23.004703862993704,23.898145601558337,23.5441934535572,22.2,23.9,70
 07/01  17:45:00,15.975,True,11097054.535202464,3.0825151486673508,139.5808945179553,12.330060594669403,23.77076483622601,23.03634232730016,23.89856496976594,22.94737455479565,23.89812463263761,23.510234264145073,22.2,23.9,71
 07/01  18:00:00,16.1,True,11103979.698722351,3.084438805200653,142.66533332315595,12.337755220802611,23.726658167857348,22.959731183866467,23.89857351078403,22.87924603550724,23.89810949393684,23.472463678390387,22.2,23.9,72
 07/01  18:15:00,16.1,True,7252039.420652313,2.0144553946256423,144.6797887177816,8.057821578502569,23.251087603048997,22.47622384349895,23.49859595170212,22.40348538584021,23.82255852844621,23.090390262507295,22.2,23.9,73
 07/01  18:30:00,16.1,True,7230395.620504096,2.0084432279178044,146.6882319456994,8.033772911671218,22.805271146662108,22.21195177667385,23.091825605353407,22.21002295159104,23.69908328212524,22.80363095248113,22.2,23.9,74
 07/01  18:45:00,16.1,True,7226157.611933643,2.007266003314901,148.6954979490143,8.029064013259603,22.560764785776755,22.1995924901055,22.844610489269435,22.199721639925656,23.58254119624135,22.67744612026374,22.2,23.9,75
 07/01  19:00:00,16.1,True,7222421.268125395,2.006228130034832,150.70172607904914,8.024912520139328,22.41819397932493,22.2016542408792,22.683847367566567,22.1995572565828,23.484272556581647,22.59750508018703,22.2,23.9,76
 07/01  19:15:00,16.1,False,4516706.693044548,1.2546407480679298,151.95636682711708,5.018562992271719,22.205929333418894,22.200073087948237,22.28564823115877,22.200313136486898,23.05042407524124,22.38847757285081,22.2,23.9,77
 07/01  19:30:00,16.1,False,4497968.461270657,1.2494356836862937,153.20580251080338,4.997742734745175,22.20095060466368,22.201994406547605,22.20257280864684,22.200836090905437,22.55674716380624,22.27262021491396,22.2,23.9,78
 07/01  19:45:00,16.1,False,4474770.036445333,1.2429916767903701,154.44879418759376,4.971966707161481,22.200601491609397,22.201353872166727,22.20073500520493,22.20096857363165,22.292429817066317,22.21921775193581,22.2,23.9,79
 07/01  20:00:00,16.1,False,4467196.2713796245,1.2408878531610068,155.68968204075478,4.963551412644027,22.20005804047085,22.202605190084608,22.200388460574207,22.200339317736603,22.201773681550627,22.20103293808338,22.2,23.9,80
 07/01  20:15:00,16.1,False,1440000.0,0.39999999999999997,156.08968204075478,1.5999999999999999,21.98317823584138,22.039976585974973,22.02052717908704,22.0649037828652,22.21563423416189,22.064844003586096,16.7,29.4,81
 07/01  20:30:00,16.1,False,1440000.0,0.39999999999999997,156.4896820407548,1.5999999999999999,21.80303757059113,21.904762498398917,21.8641078763173,21.947371405011086,22.26207087092665,21.956270044249017,16.7,29.4,82
 07/01  20:45:00,16.1,False,1440000.0,0.39999999999999997,156.8896820407548,1.5999999999999999,21.68593363512297,21.80497640400393,21.75020377459963,21.849479793782216,22.25879949673297,21.86987862084834,16.7,29.4,83
 07/01  21:00:00,16.1,False,1440000.0,0.39999999999999997,157.2896820407548,1.5999999999999999,21.593664976693344,21.7147579069298,21.65318537528028,21.75505488079617,22.207547108998465,21.784842049739613,16.7,29.4,84
 07/01  21:15:00,16.375,False,427500.0,0.11875,157.4084320407548,0.475,21.48645493319506,21.60540984504524,21.54054614927796,21.641433078132003,22.108644401846025,21.676497681499256,16.7,29.4,85
 07/01  21:30:00,16.65,False,427500.0,0.11875,157.5271820407548,0.475,21.344511612725253,21.462952012633533,21.393541782665437,21.495473448218476,21.968957457846084,21.53308726281776,16.7,29.4,86
 07/01  21:45:00,16.924999999999997,False,427500.0,0.11875,157.64593204075481,0.475,21.22543578902887,21.342602535731537,21.269432318244565,21.37185186587443,21.825137228230336,21.406891947421947,16.7,29.4,87
 07/01  22:00:00,17.2,False,427500.0,0.11875,157.76468204075482,0.475,21.140545790201237,21.2527352924331,21.179549423923323,21.278759189516744,21.70729711112855,21.311777361440594,16.7,29.4,88
 07/01  22:15:00,17.2,False,427500.0,0.11875,157.88343204075483,0.475,21.06944055366885,21.175135711228545,21.104073577608936,21.198100763772185,21.614617963407063,21.232273713937115,16.7,29.4,89
 07/01  22:30:00,17.2,False,427500.0,0.11875,158.00218204075483,0.475,21.002085150558543,21.10196392396272,21.033019700707456,21.12214114328583,21.536638535257605,21.15916969075443,16.7,29.4,90
 07/01  22:45:00,17.2,False,427500.0,0.11875,158.12093204075484,0.475,20.938773199120195,21.03374982422444,20.96647558114591,21.05143052580524,21.46665120874244,21.09141606780765,16.7,29.4,91
 07/01  23:00:00,17.2,False,427500.0,0.11875,158.23968204075484,0.475,20.88101394622784,20.97160563845756,20.90575307532157,20.987063458931104,21.40255584837428,21.02959839346247,16.7,29.4,92
 07/01  23:15:00,17.2,False,427500.0,0.11875,158.35843204075485,0.475,20.828965139792345,20.915256758352903,20.85110005669265,20.928743727694027,21.343985854356504,20.973610307377687,16.7,29.4,93
 07/01  23:30:00,17.2,False,427500.0,0.11875,158.47718204075485,0.475,20.78180734432798,20.864087364466386,20.801649977565457,20.875840827052983,21.290722651495862,20.92282163298173,16.7,29.4,94
 07/01  23:45:00,17.2,False,427500.0,0.11875,158.59593204075486,0.475,20.73865220344932,20.81718383749655,20.75644302958613,20.827415434401708,21.242137622171764,20.876366425421097,16.7,29.4,95
 07/01  24:00:00,17.2,False,427500.0,0.11875,158.71468204075487,0.475,20.705973984759105,20.773966455990053,20.72066792302676,20.78286410962566,21.197594785866787,20.836213451853673,16.7,29.4,96
 07/02  00:15:00,17.2,False,427500.0,0.11875,158.83343204075487,0.475,20.67760724614802,20.734102016615424,20.68989301462717,20.74183361281479,21.15662030623404,20.800011239287887,16.7,29.4,97
 07/02  00:30:00,17.2,False,427500.0,0.11875,158.95218204075488,0.475,20.650708092585177,20.701822599302712,20.66140586531415,20.70822834809708,21.122279128914077,20.76888880684264,16.7,29.4,98
 07/02  00:45:00,17.2,False,427500.0,0.11875,159.07093204075488,0.475,20.62546196805979,20.673935235392232,20.63491697400701,20.679315622342617,21.08775058737444,20.74027607743522,16.7,29.4,99
 07/02  01:00:00,17.2,False,427500.0,0.11875,159.1896820407549,0.475,20.602226584955734,20.64824042028747,20.61055445063828,20.652881913939886,21.055758354600528,20.71393234488438,16.7,29.4,100
 07/02  01:15:00,17.2,False,427500.0,0.11875,159.3084320407549,0.475,20.58083503856224,20.624365170513222,20.588153850015843,20.628404657394423,21.025707053914893,20.68949315408012,16.7,29.4,101
 07/02  01:30:00,17.2,False,427500.0,0.11875,159.4271820407549,0.475,20.56101955946884,20.60233265051912,20.5674623063771,20.605842998782546,20.99716221683536,20.666763946396593,16.7,29.4,102
 07/02  01:45:00,17.2,False,427500.0,0.11875,159.5459320407549,0.475,20.54260198694669,20.58200651177164,20.54828331625204,20.58505368606961,20.97012160399933,20.645613421007862,16.7,29.4,103
 07/02  02:00:00,17.2,False,427500.0,0.11875,159.6646820407549,0.475,20.52554879079991,20.56326771985848,20.530558982706737,20.56591549724589,20.94477023086764,20.62601224429573,16.7,29.4,104
 07/02  02:15:00,17.2,False,427500.0,0.11875,159.78343204075492,0.475,20.509689605010152,20.545883637391,20.514104093752675,20.548187015160543,20.92192848945112,20.6079585681531,16.7,29.4,105
 07/02  02:30:00,17.2,False,427500.0,0.11875,159.90218204075492,0.475,20.49509168545787,20.529889242266545,20.498973171261728,20.53189410914679,20.900791262733996,20.591327894173382,16.7,29.4,106
 07/02  02:45:00,17.2,False,427500.0,0.11875,160.02093204075493,0.475,20.48163973123601,20.515155496807,20.48504477757304,20.516900953964925,20.88091116089663,20.57593042409552,16.7,29.4,107
 07/02  03:00:00,17.2,False,427500.0,0.11875,160.13968204075493,0.475,20.469155981654666,20.501497702910054,20.47213584435496,20.50301764203095,20.862130301106085,20.561587494411345,16.7,29.4,108
 07/02  03:15:00,17.2,False,427500.0,0.11875,160.25843204075494,0.475,20.45732022683259,20.488708858633007,20.45997041323885,20.49003265589209,20.84438716354102,20.54808386362751,16.7,29.4,109
 07/02  03:30:00,17.2,False,427500.0,0.11875,160.37718204075495,0.475,20.44604239212306,20.47669533520844,20.448455637067138,20.47784845143245,20.82763535715604,20.535335434597425,16.7,29.4,110
 07/02  03:45:00,17.2,False,427500.0,0.11875,160.49593204075495,0.475,20.43544124087716,20.46551005726471,20.437682300648422,20.466514828779243,20.81191138685657,20.52341196288522,16.7,29.4,111
 07/02  04:00:00,17.2,False,427500.0,0.11875,160.61468204075496,0.475,20.42543268276605,20.455019607255416,20.427547455829487,20.455895218612007,20.797075109738813,20.512194014840354,16.7,29.4,112
 07/02  04:15:00,17.2,False,427500.0,0.11875,160.73343204075496,0.475,20.416170503260737,20.445216341874996,20.418136753640574,20.4459794154148,20.783028694616377,20.501706341761498,16.7,29.4,113
 07/02  04:30:00,17.2,False,427500.0,0.11875,160.85218204075497,0.475,20.41509512675004,20.44873553379896,20.42281911104836,20.44940026156938,20.769879450785417,20.501185896790428,16.7,29.4,114
 07/02  04:45:00,17.2,False,427500.0,0.11875,160.97093204075497,0.475,20.423462573589184,20.49203175615036,20.48609046870414,20.467826151600253,20.75848702855223,20.525579595719233,16.7,29.4,115
 07/02  05:00:00,17.2,False,427500.0,0.11875,161.08968204075498,0.475,20.43900651853384,20.55644165941256,20.57242948843213,20.49793442495385,20.75046477031731,20.56325537232994,16.7,29.4,116
 07/02  05:15:00,17.349999999999998,False,427500.0,0.11875,161.20843204075499,0.475,20.46346007679964,20.62260231565449,20.648642444972037,20.53982064455856,20.746608942018,20.604226884800546,16.7,29.4,117
 07/02  05:30:00,17.5,False,427500.0,0.11875,161.327182040755,0.475,20.495383400282712,20.6902902523477,20.71732509380904,20.591618249902083,20.746550654628987,20.648233530194105,16.7,29.4,118
 07/02  05:45:00,17.650000000000002,False,427500.0,0.11875,161.445932040755,0.475,20.535589476030573,20.788355176529468,20.816718882726946,20.65553275115601,20.74980352909814,20.70919996310823,16.7,29.4,119
 07/02  06:00:00,17.8,False,427500.0,0.11875,161.564682040755,0.475,20.58331496784366,20.911921188090705,20.940852402671727,20.74109237938993,20.756488596090804,20.786733906817364,16.7,29.4,120
 07/02  06:15:00,17.8,False,2143565.436482996,0.5954348434674989,162.1601168842225,2.3817393738699955,22.05063960957009,22.12234304754762,22.118029314184103,22.089244840384,21.86486074130908,22.04902351059898,22.2,23.9,121
 07/02  06:30:00,17.8,False,2147141.514945123,0.5964281985958674,162.75654508281838,2.3857127943834695,22.197422463218125,22.197305305272728,22.199028651655745,22.19731649384688,22.19783965663096,22.19778251412489,22.2,23.9,122
 07/02  06:45:00,17.8,False,2150381.2626911663,0.5973281285253239,163.3538732113437,2.3893125141012956,22.201348284226967,22.200420173893885,22.202058165750664,22.20019491469164,22.201536215634757,22.201111550839585,22.2,23.9,123
 07/02  07:00:00,17.8,False,2148201.4577332777,0.5967226271481326,163.95059583849184,2.3868905085925305,22.201203245180043,22.199931531051107,22.199412503954814,22.198287472711765,22.201756000512997,22.200118150682147,22.2,23.9,124
 07/02  07:15:00,17.925,False,2139888.1423546905,0.5944133728763029,164.54500921136813,2.3776534915052117,22.19970825080882,22.20132600372612,22.199919586801787,22.20019436466113,22.20244458759676,22.200718558718922,22.2,23.9,125
 07/02  07:30:00,18.05,False,2130085.946730748,0.591690540758541,165.13669975212667,2.366762163034164,22.200871866256485,22.199235648912214,22.200081541813464,22.20012269049708,22.201390658663133,22.200340481228473,22.2,23.9,126
 07/02  07:45:00,18.175,False,2120943.1807264998,0.5891508835351388,165.7258506356618,2.356603534140555,22.200461287833072,22.201554276102307,22.201555095885748,22.20139583760943,22.201800154648264,22.201353330415763,22.2,23.9,127
 07/02  08:00:00,18.3,False,2111796.961715145,0.5866102671430958,166.3124609028049,2.3464410685723833,22.199229328411526,22.19973038051925,22.199503097959383,22.200632872420275,22.200334343236232,22.19988600450933,22.2,23.9,128
 07/02  08:15:00,18.575000000000003,True,9574694.157276029,2.659637265910008,168.97209816871492,10.638549063640031,22.413397138720008,22.271348572348565,22.7207534880245,22.200167044249824,22.544175044148574,22.429968257498295,22.2,23.9,129
 07/02  08:30:00,18.85,True,9614624.047164856,2.6707289019902376,171.64282707070515,10.68291560796095,22.65327050812373,22.485470807971453,23.291392244091327,22.199446950241477,22.94251268553101,22.7144186391918,22.2,23.9,130
 07/02  08:45:00,19.125,True,9651994.89558276,2.681109693217433,174.32393676392257,10.724438772869732,22.86521236252349,22.725866753872275,23.608554211879262,22.273229746455705,23.193024734944224,22.93317756193499,22.2,23.9,131
 07/02  09:00:00,19.4,True,9685959.031205146,2.6905441753347623,177.01448093925734,10.76217670133905,23.0737579036328,22.945324405088456,23.864576503296536,22.41944221494973,23.39160249674657,23.138940704742815,22.2,23.9,132
