Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),PLENUM-1:Zone Mean Air Temperature [C](TimeStep),SPACE1-1:Zone Mean Air Temperature [C](TimeStep),SPACE2-1:Zone Mean Air Temperature [C](TimeStep),SPACE3-1:Zone Mean Air Temperature [C](TimeStep),SPACE4-1:Zone Mean Air Temperature [C](TimeStep),SPACE5-1:Zone Mean Air Temperature [C](TimeStep),PLENUM-1:Zone Air Relative Humidity [%](TimeStep),PLENUM-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Air Relative Humidity [%](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Air Relative Humidity [%](TimeStep),SPACE2-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Air Relative Humidity [%](TimeStep),SPACE3-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Air Relative Humidity [%](TimeStep),SPACE4-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Air Relative Humidity [%](TimeStep),SPACE5-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),OCCUPY-1:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Cooling:Electricity [J](TimeStep),Fans:Electricity [J](TimeStep) 
 07/03  03:15:00,12.075,20.707165947271427,20.033643901598143,20.091787512564178,20.012092770081622,20.119595376720067,20.84622911604536,63.50758637876457,0.0,0.0,63.79016097526413,18.0,27.0,59.712414920435805,18.0,27.0,64.33151329143091,18.0,27.0,59.410819124433644,18.0,27.0,68.1582582699275,18.0,27.0,0.0,427500.0,0.0,0.0 
 07/03  03:30:00,11.95,20.59769412807853,19.997902377790588,20.055657959349137,19.97612069362046,20.079897840956868,20.81104195298351,63.953588925572205,0.0,0.0,63.94759066629698,18.0,27.0,59.86116014275027,18.0,27.0,64.49122490546279,18.0,27.0,59.571939987187186,18.0,27.0,68.32318836539908,18.0,27.0,0.0,427500.0,0.0,0.0 
 07/03  03:45:00,11.825,20.48962542816824,19.963610527743178,20.02088407791041,19.94155942508443,20.04201422705035,20.776673875376837,64.39750757150935,0.0,0.0,64.09968639082373,18.0,27.0,60.00526945916095,18.0,27.0,64.64571415935507,18.0,27.0,59.726826372025776,18.0,27.0,68.48510287304651,18.0,27.0,0.0,427500.0,0.0,0.0 
 07/03  04:00:00,11.7,20.384138515628305,19.93051653886252,19.987296135288705,19.908181131107114,20.005716224156966,20.74320330600529,64.83452574838681,0.0,0.0,64.24740242039024,18.0,27.0,60.14533608356345,18.0,27.0,64.79585644785931,18.0,27.0,59.876277489761556,18.0,27.0,68.64363706936145,18.0,27.0,0.0,427500.0,0.0,0.0 
 07/03  04:15:00,11.825,20.281530258345157,19.903076302135812,19.958489681645474,19.880366526899792,19.974547272400873,20.710721229682818,65.2468629624798,0.0,0.0,64.3567703996698,18.0,27.0,60.25277822033115,18.0,27.0,64.90768156700688,18.0,27.0,59.99200325646634,18.0,27.0,68.78111850675155,18.0,27.0,0.0,427500.0,0.0,0.0 
 07/03  04:30:00,11.95,20.184300037992024,19.889777516466395,19.9483522585254,19.87282335315853,19.962350406192964,20.679607301026905,65.64030932712195,0.0,0.0,64.40985153977098,19.0,26.5,60.29064025411669,19.0,26.5,64.93804767634191,19.0,26.5,60.03735571287725,19.0,26.5,68.91310225538243,19.0,26.5,0.0,427500.0,0.0,0.0 
 07/03  04:45:00,12.075,20.10014115826938,19.889616946931795,20.034698275245297,20.026634409173557,19.967418361903803,20.655085818977632,65.98301847182235,0.0,0.0,64.41049513408781,19.0,26.5,59.96900863944944,19.0,26.5,64.32203543062356,19.0,26.5,60.01850648181182,19.0,26.5,69.01731720389836,19.0,26.5,0.0,427500.0,0.0,0.0 
 07/03  05:00:00,12.2,20.042407418286672,19.901691721361043,20.21427933462183,20.31031336741223,19.987994929494402,20.638084588224153,66.21928294635931,0.0,0.0,64.3622950900905,19.0,26.5,59.30624132970205,19.0,26.5,63.203067660365754,19.0,26.5,59.94204283287946,19.0,26.5,69.08967704392661,19.0,26.5,0.0,427500.0,0.0,0.0 
 07/03  05:15:00,12.624999999999998,19.99143415787107,19.929695738659145,20.42675088173539,20.597299726458886,20.02670544720262,20.62931335437117,66.42868000277922,0.0,0.0,64.2506789062362,19.0,26.5,58.533062888998174,19.0,26.5,62.09397326384946,19.0,26.5,59.7985004136344,19.0,26.5,69.12704349929322,19.0,26.5,0.0,427500.0,0.0,0.0 
 07/03  05:30:00,13.05,19.95226571998054,19.975180171539808,20.69720967020931,20.923915667933116,20.085651664227804,20.626607397931505,66.59008167379214,0.0,0.0,64.0698473571403,19.0,26.5,57.56479606818962,19.0,26.5,60.85737540953616,19.0,26.5,59.58065212088533,19.0,26.5,69.13857540232837,19.0,26.5,0.0,427500.0,0.0,0.0 
 07/03  05:45:00,13.475000000000001,19.93650690785187,20.03826211596985,21.048244571384885,21.30576674820917,20.161076960857834,20.631230845447398,66.65514134230696,0.0,0.0,63.820007701756566,19.0,26.5,56.33516933890595,19.0,26.5,59.44720837817003,19.0,26.5,59.30321006716392,19.0,26.5,69.11887352367677,19.0,26.5,0.0,427500.0,0.0,0.0 
 07/03  06:00:00,13.9,19.939090796718467,20.114561716130677,21.457721129541117,21.731578373869002,20.2514145054706,20.643785706342257,66.64446787144013,0.0,0.0,63.51926946164275,19.0,26.5,54.93770521445428,19.0,26.5,57.91771345948722,19.0,26.5,58.97281780454618,19.0,26.5,69.06540419821002,19.0,26.5,0.0,427500.0,0.0,0.0 
 07/03  06:15:00,14.450000000000001,20.038865283061728,19.8293408942805,20.956498403584142,21.634232106150755,19.617472394026766,20.41555270560542,65.44130112559938,0.0,0.0,63.88342290469842,19.0,26.5,56.10231124483082,19.0,26.5,57.5602573705784,19.0,26.5,60.73317992110964,19.0,26.5,69.15402084760326,19.0,26.5,0.0,1513854.5161613536,606212.8345554287,338740.06447950774 
 07/03  06:30:00,15.0,20.0843877912398,19.67270382081511,20.95519399292113,21.6829871201408,19.29118784705983,20.24799476202188,63.94248803970511,0.0,0.0,63.169592617068865,19.0,26.5,55.28021843219401,19.0,26.5,56.174414812736295,19.0,26.5,61.07933880919039,19.0,26.5,68.20797689268383,19.0,26.5,0.0,1526427.2490727603,616926.1880534021,338740.06447950774 
