step,day,minute_of_day,zone,zone_temp_c,radiant_temp_c,rh_pct,setpoint_c,occupied,pmv,ppd,comfort_enforced
61,1,930,SPACE4-1,22.204,21.463,20.74,nan,True,-0.109,5.25,False
61,1,930,SPACE5-1,23.899,22.622,29.19,nan,True,0.246,6.26,False
62,1,945,SPACE1-1,22.506,21.787,25.83,nan,True,-0.013,5.0,False
62,1,945,SPACE2-1,22.201,21.522,21.67,nan,True,-0.098,5.2,False
62,1,945,SPACE3-1,22.202,21.158,26.19,nan,True,-0.107,5.24,False
62,1,945,SPACE4-1,22.202,21.424,21.15,nan,True,-0.111,5.25,False
62,1,945,SPACE5-1,23.899,22.63,29.91,nan,True,0.252,6.31,False
63,1,960,SPACE1-1,22.394,21.671,26.56,nan,True,-0.033,5.02,False
63,1,960,SPACE2-1,22.201,21.468,22.11,nan,True,-0.101,5.21,False
63,1,960,SPACE3-1,22.202,21.132,26.79,nan,True,-0.106,5.23,False
63,1,960,SPACE4-1,22.202,21.399,21.58,nan,True,-0.111,5.25,False
63,1,960,SPACE5-1,23.899,22.634,30.52,nan,True,0.256,6.36,False
64,1,975,SPACE1-1,22.308,21.549,27.23,nan,True,-0.05,5.05,False
64,1,975,SPACE2-1,22.201,21.414,22.57,nan,True,-0.103,5.22,False
64,1,975,SPACE3-1,22.2,21.106,27.39,nan,True,-0.105,5.23,False
64,1,975,SPACE4-1,22.203,21.368,22.04,nan,True,-0.111,5.26,False
64,1,975,SPACE5-1,23.899,22.634,31.02,nan,True,0.259,6.4,False
65,1,990,SPACE1-1,22.206,21.419,27.8,nan,True,-0.071,5.1,False
65,1,990,SPACE2-1,22.202,21.35,22.87,nan,True,-0.108,5.24,False
65,1,990,SPACE3-1,22.201,21.066,27.88,nan,True,-0.107,5.24,False
65,1,990,SPACE4-1,22.202,21.315,22.32,nan,True,-0.115,5.27,False
