step,day,minute_of_day,zone_temp_c,outdoor_temp_c,setpoint_c,occupied,pmv,energy_kwh_step,cost_step,carbon_g_step,latency_s,agent_ran,agent_proposed_c,overridden,override_reason,reasoning
943,4,1200,21.504,-5.0,21.5,False,0.0,2.0633,0.66025,990.38,0.0,False,,False,,
944,4,1215,21.5,-4.85,18.0,False,0.0,2.1069,0.6742,1011.3,1.502,True,,True,agent produced no setpoint,
945,4,1232,19.95,-4.7,18.0,False,0.0,0.2057,0.06583,98.75,0.0,False,,True,agent produced no setpoint,
946,4,1248,19.091,-4.55,18.0,False,0.0,0.1745,0.05584,83.76,0.0,False,,True,agent produced no setpoint,
947,4,1268,18.621,-4.4,18.0,False,0.0,0.184,0.0276,55.21,0.0,False,,True,agent produced no setpoint,
948,4,1282,18.333,-4.55,18.0,False,0.0,0.1715,0.02572,51.44,0.0,False,,True,agent produced no setpoint,
949,4,1290,18.097,-4.7,18.0,False,0.0,0.1264,0.01896,37.92,0.0,False,,True,agent produced no setpoint,
950,4,1305,18.004,-4.85,18.0,False,0.0,0.1764,0.02645,52.91,0.0,False,,True,agent produced no setpoint,
951,4,1320,18.001,-5.0,18.0,False,0.0,0.2166,0.01733,54.15,0.0,False,,True,agent produced no setpoint,
952,4,1335,18.0,-5.28,18.0,False,0.0,0.2496,0.01996,62.39,1.496,True,,True,agent produced no setpoint,
953,4,1350,18.0,-5.55,18.0,False,0.0,0.2761,0.02209,69.02,0.0,False,,True,agent produced no setpoint,
954,4,1365,17.999,-5.82,18.0,False,0.0,0.2953,0.02362,73.81,0.0,False,,True,agent produced no setpoint,
955,4,1380,18.0,-6.1,18.0,False,0.0,0.3137,0.02509,78.42,0.0,False,,True,agent produced no setpoint,
956,4,1395,17.999,-6.37,18.0,False,0.0,0.3279,0.02624,81.99,0.0,False,,True,agent produced no setpoint,
957,4,1410,17.999,-6.65,18.0,False,0.0,0.3436,0.02749,85.9,0.0,False,,True,agent produced no setpoint,
958,4,1425,18.0,-6.93,18.0,False,0.0,0.3578,0.02862,89.44,0.0,False,,True,agent produced no setpoint,
959,4,0,18.001,-7.2,18.0,False,0.0,0.3696,0.02957,92.4,0.0,False,,True,agent produced no setpoint,
960,5,15,18.0,-7.2,18.0,False,0.0,0.3799,0.03039,94.98,1.511,True,,True,agent produced no setpoint,
961,5,30,18.0,-7.2,18.0,False,0.0,0.3569,0.02855,89.22,0.0,False,,True,agent produced no setpoint,
962,5,45,18.0,-7.2,18.0,False,0.0,0.3761,0.03009,94.02,0.0,False,,True,agent produced no setpoint,
963,5,60,18.0,-7.2,18.0,False,0.0,0.3933,0.03147,98.33,0.0,False,,True,agent produced no setpoint,
964,5,75,18.0,-7.08,18.0,False,0.0,0.4086,0.03269,102.15,0.0,False,,True,agent produced no setpoint,
965,5,90,17.999,-6.95,18.0,False,0.0,0.4249,0.03399,106.23,0.0,False,,True,agent produced no setpoint,
966,5,105,18.0,-6.83,18.0,False,0.0,0.4314,0.03451,107.84,0.0,False,,True,agent produced no setpoint,
967,5,120,18.0,-6.7,18.0,False,0.0,0.4388,0.0351,109.69,0.0,False,,True,agent produced no setpoint,
968,5,135,17.999,-6.83,18.0,False,0.0,0.4446,0.03557,111.16,1.505,True,,True,agent produced no setpoint,
969,5,150,17.999,-6.95,18.0,False,0.0,0.4496,0.03597,112.4,0.0,False,,True,agent produced no setpoint,
970,5,165,18.001,-7.08,18.0,False,0.0,0.4543,0.03635,113.58,0.0,False,,True,agent produced no setpoint,
971,5,180,17.999,-7.2,18.0,False,0.0,0.4549,0.03639,113.73,0.0,False,,True,agent produced no setpoint,
972,5,195,18.0,-7.62,18.0,False,0.0,0.4576,0.03661,114.4,0.0,False,,True,agent produced no setpoint,
973,5,210,18.0,-8.05,18.0,False,0.0,0.4806,0.03845,120.14,0.0,False,,True,agent produced no setpoint,
974,5,225,18.001,-8.48,18.0,False,0.0,0.5044,0.04035,126.1,0.0,False,,True,agent produced no setpoint,
975,5,240,17.999,-8.9,18.0,False,0.0,0.527,0.04216,131.75,0.0,False,,True,agent produced no setpoint,
976,5,255,18.0,-9.73,18.0,False,0.0,0.5602,0.04481,140.04,1.523,True,,True,agent produced no setpoint,
977,5,270,18.0,-10.55,18.0,False,0.0,0.6172,0.04937,154.3,0.0,False,,True,agent produced no setpoint,
978,5,285,18.001,-11.37,18.0,False,0.0,0.6772,0.05418,169.3,0.0,False,,True,agent produced no setpoint,
979,5,300,17.999,-12.2,18.0,False,0.0,0.7394,0.05916,184.86,0.0,False,,True,agent produced no setpoint,
980,5,315,18.001,-12.75,18.0,False,0.0,0.806,0.06448,201.51,0.0,False,,True,agent produced no setpoint,
981,5,330,17.999,-13.3,18.0,False,0.0,0.8348,0.06678,208.69,0.0,False,,True,agent produced no setpoint,
982,5,345,17.999,-13.85,18.0,False,0.0,0.8667,0.06933,216.67,0.0,False,,True,agent produced no setpoint,
983,5,360,18.0,-14.4,18.0,False,0.0,0.8977,0.07181,269.3,0.0,False,,True,agent produced no setpoint,
984,5,375,18.0,-14.55,18.0,False,0.0,0.9304,0.07444,279.13,1.514,True,,True,agent produced no setpoint,
985,5,390,18.001,-14.7,18.0,False,0.0,0.9553,0.07643,286.6,0.0,False,,True,agent produced no setpoint,
986,5,405,17.999,-14.85,18.0,False,0.0,0.9791,0.07832,293.72,0.0,False,,True,agent produced no setpoint,
987,5,420,17.998,-15.0,18.0,False,0.0,1.0035,0.15052,301.04,0.0,False,,True,agent produced no setpoint,
988,5,435,18.0,-14.72,18.0,False,0.0,1.0282,0.15423,308.47,0.0,False,,True,agent produced no setpoint,
989,5,450,18.0,-14.45,18.0,False,0.0,1.0503,0.15755,315.1,0.0,False,,True,agent produced no setpoint,
990,5,465,17.999,-14.18,18.0,False,0.0,0.9974,0.14962,299.23,0.0,False,,True,agent produced no setpoint,
991,5,480,18.001,-13.9,18.0,False,0.0,0.9631,0.14446,288.92,0.0,False,,True,agent produced no setpoint,
992,5,495,17.999,-13.9,18.0,False,0.0,0.9442,0.14163,283.25,1.509,True,,True,agent produced no setpoint,
993,5,518,18.0,-13.9,18.0,False,0.0,0.919,0.13785,275.7,0.0,False,,True,agent produced no setpoint,
994,5,532,17.999,-13.9,18.0,False,0.0,0.8871,0.13306,266.12,0.0,False,,True,agent produced no setpoint,
995,5,548,17.999,-13.9,18.0,False,0.0,0.8534,0.12801,256.02,0.0,False,,True,agent produced no setpoint,
996,5,562,18.0,-13.35,18.0,False,0.0,0.8106,0.12159,243.18,0.0,False,,True,agent produced no setpoint,
997,5,578,18.0,-12.8,18.0,False,0.0,0.731,0.10965,219.31,0.0,False,,True,agent produced no setpoint,
998,5,592,18.0,-12.25,18.0,False,0.0,0.6446,0.09669,193.38,0.0,False,,True,agent produced no setpoint,
999,5,608,18.0,-11.7,18.0,False,0.0,0.5576,0.08363,66.91,0.0,False,,True,agent produced no setpoint,
1000,5,622,18.0,-11.12,18.0,False,0.0,0.4643,0.06964,55.71,1.521,True,,True,agent produced no setpoint,
1001,5,638,18.0,-10.55,18.0,False,0.0,0.3983,0.05975,47.8,0.0,False,,True,agent produced no setpoint,
1002,5,645,18.078,-9.98,18.0,False,0.0,0.376,0.05639,45.11,0.0,False,,True,agent produced no setpoint,
1003,5,660,18.271,-9.4,18.0,False,0.0,0.3637,0.05455,43.64,0.0,False,,True,agent produced no setpoint,
1004,5,675,18.527,-9.0,18.0,False,0.0,0.36,0.054,43.2,0.0,False,,True,agent produced no setpoint,
1005,5,690,18.79,-8.6,18.0,False,0.0,0.3558,0.05337,42.7,0.0,False,,True,agent produced no setpoint,
1006,5,705,19.059,-8.2,18.0,False,0.0,0.3499,0.05248,41.98,0.0,False,,True,agent produced no setpoint,
1007,5,720,19.332,-7.8,18.0,False,0.0,0.3418,0.05127,41.02,0.0,False,,True,agent produced no setpoint,
1008,5,735,19.612,-7.52,18.0,False,0.0,0.3333,0.04999,39.99,1.529,True,,True,agent produced no setpoint,
1009,5,750,19.908,-7.25,18.0,False,0.0,0.3231,0.04847,38.77,0.0,False,,True,agent produced no setpoint,
1010,5,772,20.208,-6.98,18.0,False,0.0,0.3153,0.0473,37.84,0.0,False,,True,agent produced no setpoint,
1011,5,780,20.507,-6.7,18.0,False,0.0,0.3044,0.04567,36.53,0.0,False,,True,agent produced no setpoint,
1012,5,795,20.778,-6.43,18.0,False,0.0,0.2947,0.0442,35.36,0.0,False,,True,agent produced no setpoint,
1013,5,810,21.039,-6.15,18.0,False,0.0,0.2851,0.04277,34.22,0.0,False,,True,agent produced no setpoint,
1014,5,825,21.292,-5.87,18.0,False,0.0,0.2771,0.04157,33.25,0.0,False,,True,agent produced no setpoint,
1015,5,840,21.535,-5.6,18.0,False,0.0,0.27,0.0405,32.4,0.0,False,,True,agent produced no setpoint,
1016,5,855,21.75,-5.17,18.0,False,0.0,0.2636,0.03954,31.63,1.515,True,,True,agent produced no setpoint,
1017,5,870,21.898,-4.75,18.0,False,0.0,0.258,0.03869,30.95,0.0,False,,True,agent produced no setpoint,
1018,5,885,21.988,-4.32,18.0,False,0.0,0.2513,0.03769,30.16,0.0,False,,True,agent produced no setpoint,
1019,5,900,21.953,-3.9,18.0,False,0.0,0.2453,0.03679,73.58,0.0,False,,True,agent produced no setpoint,
1020,5,915,21.799,-3.75,18.0,False,0.0,0.2376,0.03564,71.28,0.0,False,,True,agent produced no setpoint,
1021,5,930,21.55,-3.6,18.0,False,0.0,0.229,0.03435,68.7,0.0,False,,True,agent produced no setpoint,
1022,5,952,21.186,-3.45,18.0,False,0.0,0.2186,0.0328,65.59,0.0,False,,True,agent produced no setpoint,
1023,5,968,20.813,-3.3,18.0,False,0.0,0.2093,0.06697,100.45,0.0,False,,True,agent produced no setpoint,
1024,5,982,20.489,-3.57,18.0,False,0.0,0.2014,0.06445,96.68,1.535,True,,True,agent produced no setpoint,
1025,5,998,20.122,-3.85,18.0,False,0.0,0.1949,0.06235,93.53,0.0,False,,True,agent produced no setpoint,
1026,5,1012,19.583,-4.12,18.0,False,0.0,0.1883,0.06024,90.36,0.0,False,,True,agent produced no setpoint,
1027,5,1028,19.121,-4.4,18.0,False,0.0,0.1783,0.05706,85.59,0.0,False,,True,agent produced no setpoint,
1028,5,1042,18.796,-4.55,18.0,False,0.0,0.1726,0.05522,82.83,0.0,False,,True,agent produced no setpoint,
1029,5,1050,18.504,-4.7,18.0,False,0.0,0.1712,0.05477,82.16,0.0,False,,True,agent produced no setpoint,
1030,5,1065,18.254,-4.85,18.0,False,0.0,0.1702,0.05446,81.69,0.0,False,,True,agent produced no setpoint,
1031,5,1080,18.037,-5.0,18.0,False,0.0,0.1685,0.05391,80.87,0.0,False,,True,agent produced no setpoint,
1032,5,1095,18.001,-5.15,18.0,False,0.0,0.2221,0.07109,106.63,1.504,True,,True,agent produced no setpoint,
1033,5,1110,17.999,-5.3,18.0,False,0.0,0.2573,0.08233,123.5,0.0,False,,True,agent produced no setpoint,
1034,5,1125,18.001,-5.45,18.0,False,0.0,0.296,0.09473,142.09,0.0,False,,True,agent produced no setpoint,
1035,5,1140,18.0,-5.6,18.0,False,0.0,0.3258,0.10426,156.38,0.0,False,,True,agent produced no setpoint,
1036,5,1155,18.0,-5.87,18.0,False,0.0,0.3514,0.11245,168.67,0.0,False,,True,agent produced no setpoint,
1037,5,1170,18.001,-6.15,18.0,False,0.0,0.3868,0.12379,185.68,0.0,False,,True,agent produced no setpoint,
1038,5,1185,18.0,-6.43,18.0,False,0.0,0.4112,0.13159,197.39,0.0,False,,True,agent produced no setpoint,
1039,5,1200,18.0,-6.7,18.0,False,0.0,0.4374,0.13995,209.93,0.0,False,,True,agent produced no setpoint,
1040,5,1215,18.0,-6.98,18.0,False,0.0,0.4607,0.14741,221.12,1.528,True,,True,agent produced no setpoint,
1041,5,1230,17.999,-7.25,18.0,False,0.0,0.4846,0.15507,232.61,0.0,False,,True,agent produced no setpoint,
1042,5,1245,18.001,-7.52,18.0,False,0.0,0.509,0.16287,244.3,0.0,False,,True,agent produced no setpoint,
1043,5,1260,17.999,-7.8,18.0,False,0.0,0.5368,0.08052,161.05,0.0,False,,True,agent produced no setpoint,
1044,5,1275,18.001,-8.07,18.0,False,0.0,0.5715,0.08572,171.44,0.0,False,,True,agent produced no setpoint,
1045,5,1290,18.001,-8.35,18.0,False,0.0,0.5841,0.08761,175.22,0.0,False,,True,agent produced no setpoint,
1046,5,1305,18.001,-8.62,18.0,False,0.0,0.5961,0.08941,178.83,0.0,False,,True,agent produced no setpoint,
1047,5,1320,18.001,-8.9,18.0,False,0.0,0.6071,0.04856,151.76,0.0,False,,True,agent produced no setpoint,
1048,5,1335,17.999,-8.9,18.0,False,0.0,0.615,0.0492,153.76,1.505,True,,True,agent produced no setpoint,
1049,5,1350,17.999,-8.9,18.0,False,0.0,0.6314,0.05051,157.84,0.0,False,,True,agent produced no setpoint,
1050,5,1365,18.001,-8.9,18.0,False,0.0,0.6462,0.05169,161.54,0.0,False,,True,agent produced no setpoint,
1051,5,1380,18.0,-8.9,18.0,False,0.0,0.6588,0.05271,164.71,0.0,False,,True,agent produced no setpoint,
1052,5,1395,17.999,-9.18,18.0,False,0.0,0.6698,0.05359,167.45,0.0,False,,True,agent produced no setpoint,
1053,5,1410,17.999,-9.45,18.0,False,0.0,0.6891,0.05513,172.28,0.0,False,,True,agent produced no setpoint,
1054,5,1425,18.001,-9.72,18.0,False,0.0,0.7085,0.05668,177.12,0.0,False,,True,agent produced no setpoint,
1055,5,0,17.999,-10.0,18.0,False,0.0,0.7264,0.05811,181.6,0.0,False,,True,agent produced no setpoint,
1056,6,15,18.001,-10.28,18.0,False,0.0,0.7461,0.05969,186.53,1.512,True,,True,agent produced no setpoint,
1057,6,30,18.0,-10.55,18.0,False,0.0,0.769,0.06152,192.25,0.0,False,,True,agent produced no setpoint,
1058,6,45,18.0,-10.82,18.0,False,0.0,0.7971,0.06377,199.27,0.0,False,,True,agent produced no setpoint,
1059,6,60,18.001,-11.1,18.0,False,0.0,0.8219,0.06575,205.47,0.0,False,,True,agent produced no setpoint,
1060,6,75,18.001,-11.1,18.0,False,0.0,0.8481,0.06785,212.03,0.0,False,,True,agent produced no setpoint,
1061,6,90,18.001,-11.1,18.0,False,0.0,0.8465,0.06772,211.64,0.0,False,,True,agent produced no setpoint,
1062,6,105,17.999,-11.1,18.0,False,0.0,0.8415,0.06732,210.37,0.0,False,,True,agent produced no setpoint,
1063,6,120,17.999,-11.1,18.0,False,0.0,0.8376,0.06701,209.41,0.0,False,,True,agent produced no setpoint,
1064,6,135,18.0,-11.38,18.0,False,0.0,0.8334,0.06667,208.36,1.503,True,,True,agent produced no setpoint,
1065,6,150,18.0,-11.65,18.0,False,0.0,0.8429,0.06743,210.73,0.0,False,,True,agent produced no setpoint,
1066,6,165,18.0,-11.92,18.0,False,0.0,0.8552,0.06842,213.8,0.0,False,,True,agent produced no setpoint,
1067,6,180,18.0,-12.2,18.0,False,0.0,0.8646,0.06917,216.15,0.0,False,,True,agent produced no setpoint,
1068,6,195,18.0,-12.62,18.0,False,0.0,0.876,0.07008,219.01,0.0,False,,True,agent produced no setpoint,
1069,6,210,17.999,-13.05,18.0,False,0.0,0.8884,0.07108,222.11,0.0,False,,True,agent produced no setpoint,
1070,6,225,18.001,-13.48,18.0,False,0.0,0.9053,0.07242,226.32,0.0,False,,True,agent produced no setpoint,
1071,6,240,17.999,-13.9,18.0,False,0.0,0.9165,0.07332,229.13,0.0,False,,True,agent produced no setpoint,
1072,6,255,17.999,-13.9,18.0,False,0.0,0.9339,0.07471,233.48,1.51,True,,True,agent produced no setpoint,
1073,6,270,18.0,-13.9,18.0,False,0.0,0.9432,0.07545,235.79,0.0,False,,True,agent produced no setpoint,
1074,6,285,17.999,-13.9,18.0,False,0.0,0.9525,0.0762,238.12,0.0,False,,True,agent produced no setpoint,
1075,6,300,17.999,-13.9,18.0,False,0.0,0.9609,0.07687,240.23,0.0,False,,True,agent produced no setpoint,
1076,6,315,18.0,-14.03,18.0,False,0.0,0.9702,0.07762,242.55,0.0,False,,True,agent produced no setpoint,
1077,6,330,18.001,-14.15,18.0,False,0.0,0.9828,0.07862,245.7,0.0,False,,True,agent produced no setpoint,
1078,6,345,17.999,-14.28,18.0,False,0.0,0.992,0.07936,248.0,0.0,False,,True,agent produced no setpoint,
1079,6,360,17.999,-14.4,18.0,False,0.0,1.0044,0.08035,301.31,0.0,False,,True,agent produced no setpoint,
1080,6,375,18.001,-14.4,18.0,False,0.0,1.0158,0.08126,304.74,1.507,True,,True,agent produced no setpoint,
1081,6,390,17.999,-14.4,18.0,False,0.0,1.0351,0.08281,310.54,0.0,False,,True,agent produced no setpoint,
1082,6,405,17.998,-14.4,18.0,False,0.0,1.0571,0.08457,317.13,0.0,False,,True,agent produced no setpoint,
1083,6,420,17.999,-14.4,18.0,False,0.0,1.0775,0.16162,323.24,0.0,False,,True,agent produced no setpoint,
1084,6,435,18.0,-14.55,18.0,False,0.0,1.0966,0.1645,328.99,0.0,False,,True,agent produced no setpoint,
1085,6,450,17.999,-14.7,18.0,False,0.0,1.0865,0.16297,325.94,0.0,False,,True,agent produced no setpoint,
1086,6,465,18.001,-14.85,18.0,False,0.0,1.0173,0.15259,305.19,0.0,False,,True,agent produced no setpoint,
1087,6,480,18.001,-15.0,18.0,False,0.0,0.9532,0.14297,285.95,0.0,False,,True,agent produced no setpoint,
1088,6,502,18.0,-14.72,18.0,False,0.0,0.913,0.13695,273.9,1.568,True,,True,agent produced no setpoint,
1089,6,518,18.0,-14.45,18.0,False,0.0,0.8973,0.1346,269.2,0.0,False,,True,agent produced no setpoint,
1090,6,532,18.0,-14.18,18.0,False,0.0,0.8749,0.13123,262.47,0.0,False,,True,agent produced no setpoint,
1091,6,548,18.0,-13.9,18.0,False,0.0,0.8512,0.12768,255.35,0.0,False,,True,agent produced no setpoint,
1092,6,562,18.0,-13.75,18.0,False,0.0,0.8188,0.12282,245.65,0.0,False,,True,agent produced no setpoint,
1093,6,578,18.0,-13.6,18.0,False,0.0,0.7431,0.11147,222.94,0.0,False,,True,agent produced no setpoint,
1094,6,592,18.0,-13.45,18.0,False,0.0,0.6609,0.09914,198.28,0.0,False,,True,agent produced no setpoint,
1095,6,608,18.0,-13.3,18.0,False,0.0,0.5725,0.08588,68.7,0.0,False,,True,agent produced no setpoint,
1096,6,615,18.001,-13.03,18.0,False,0.0,0.4814,0.07221,57.77,1.523,True,,True,agent produced no setpoint,
1097,6,630,17.999,-12.75,18.0,False,0.0,0.417,0.06255,50.04,0.0,False,,True,agent produced no setpoint,
1098,6,645,17.999,-12.47,18.0,False,0.0,0.3855,0.05782,46.25,0.0,False,,True,agent produced no setpoint,
1099,6,660,17.999,-12.2,18.0,False,0.0,0.3787,0.05681,45.45,0.0,False,,True,agent produced no setpoint,
1100,6,675,18.0,-11.92,18.0,False,0.0,0.3706,0.0556,44.48,0.0,False,,True,agent produced no setpoint,
1101,6,690,18.0,-11.65,18.0,False,0.0,0.3606,0.05409,43.27,0.0,False,,True,agent produced no setpoint,
1102,6,712,18.0,-11.38,18.0,False,0.0,0.3591,0.05386,43.09,0.0,False,,True,agent produced no setpoint,
1103,6,728,18.0,-11.1,18.0,False,0.0,0.3529,0.05294,42.35,0.0,False,,True,agent produced no setpoint,
1104,6,735,18.0,-11.25,18.0,False,0.0,0.3368,0.05052,40.41,1.514,True,,True,agent produced no setpoint,
1105,6,750,18.0,-11.4,18.0,False,0.0,0.3203,0.04804,38.43,0.0,False,,True,agent produced no setpoint,
1106,6,765,17.999,-11.55,18.0,False,0.0,0.3138,0.04707,37.65,0.0,False,,True,agent produced no setpoint,
1107,6,780,18.0,-11.7,18.0,False,0.0,0.3088,0.04632,37.06,0.0,False,,True,agent produced no setpoint,
1108,6,795,18.0,-11.55,18.0,False,0.0,0.304,0.0456,36.48,0.0,False,,True,agent produced no setpoint,
1109,6,810,18.001,-11.4,18.0,False,0.0,0.3301,0.04951,39.61,0.0,False,,True,agent produced no setpoint,
1110,6,825,18.0,-11.25,18.0,False,0.0,0.3727,0.0559,44.72,0.0,False,,True,agent produced no setpoint,
1111,6,840,18.0,-11.1,18.0,False,0.0,0.353,0.05295,42.36,0.0,False,,True,agent produced no setpoint,
1112,6,855,18.0,-11.25,18.0,False,0.0,0.3349,0.05023,40.19,1.518,True,,True,agent produced no setpoint,
1113,6,870,18.0,-11.4,18.0,False,0.0,0.3046,0.04569,36.56,0.0,False,,True,agent produced no setpoint,
1114,6,885,18.0,-11.55,18.0,False,0.0,0.2724,0.04085,32.68,0.0,False,,True,agent produced no setpoint,
1115,6,900,18.0,-11.7,18.0,False,0.0,0.2708,0.04062,81.24,0.0,False,,True,agent produced no setpoint,
1116,6,915,18.001,-11.82,18.0,False,0.0,0.2696,0.04044,80.89,0.0,False,,True,agent produced no setpoint,
1117,6,930,18.016,-11.95,18.0,False,0.0,0.2686,0.04029,80.58,0.0,False,,True,agent produced no setpoint,
1118,6,945,18.041,-12.07,18.0,False,0.0,0.2674,0.0401,80.21,0.0,False,,True,agent produced no setpoint,
1119,6,960,18.05,-12.2,18.0,False,0.0,0.2664,0.08526,127.9,0.0,False,,True,agent produced no setpoint,
1120,6,975,18.03,-12.75,18.0,False,0.0,0.2654,0.08492,127.38,1.521,True,,True,agent produced no setpoint,
1121,6,990,18.001,-13.3,18.0,False,0.0,0.2647,0.0847,127.05,0.0,False,,True,agent produced no setpoint,
1122,6,1005,18.0,-13.85,18.0,False,0.0,0.4627,0.14807,222.1,0.0,False,,True,agent produced no setpoint,
1123,6,1020,18.0,-14.4,18.0,False,0.0,0.5275,0.16881,253.21,0.0,False,,True,agent produced no setpoint,
1124,6,1035,18.001,-14.7,18.0,False,0.0,0.5919,0.1894,284.1,0.0,False,,True,agent produced no setpoint,
1125,6,1050,18.0,-15.0,18.0,False,0.0,0.6511,0.20836,312.54,0.0,False,,True,agent produced no setpoint,
1126,6,1065,18.0,-15.3,18.0,False,0.0,0.7009,0.22429,336.43,0.0,False,,True,agent produced no setpoint,
1127,6,1080,18.0,-15.6,18.0,False,0.0,0.7493,0.23977,359.65,0.0,False,,True,agent produced no setpoint,
1128,6,1095,18.0,-16.0,18.0,False,0.0,0.7896,0.25268,379.03,1.501,True,,True,agent produced no setpoint,
1129,6,1110,17.999,-16.4,18.0,False,0.0,0.8602,0.27525,412.88,0.0,False,,True,agent produced no setpoint,
1130,6,1125,17.999,-16.8,18.0,False,0.0,0.9271,0.29667,445.01,0.0,False,,True,agent produced no setpoint,
1131,6,1140,18.001,-17.2,18.0,False,0.0,0.9924,0.31756,476.34,0.0,False,,True,agent produced no setpoint,
1132,6,1155,17.999,-17.2,18.0,False,0.0,1.055,0.33761,506.42,0.0,False,,True,agent produced no setpoint,
1133,6,1170,17.999,-17.2,18.0,False,0.0,1.0755,0.34417,516.26,0.0,False,,True,agent produced no setpoint,
1134,6,1185,18.0,-17.2,18.0,False,0.0,1.0931,0.34981,524.71,0.0,False,,True,agent produced no setpoint,
1135,6,1200,18.0,-17.2,18.0,False,0.0,1.1078,0.35449,531.74,0.0,False,,True,agent produced no setpoint,
1136,6,1215,18.0,-17.62,18.0,False,0.0,1.1215,0.35887,538.3,1.502,True,,True,agent produced no setpoint,
1137,6,1230,18.001,-18.05,18.0,False,0.0,1.1219,0.35901,538.51,0.0,False,,True,agent produced no setpoint,
1138,6,1245,18.001,-18.47,18.0,False,0.0,1.12,0.35841,537.61,0.0,False,,True,agent produced no setpoint,
1139,6,1260,18.001,-18.9,18.0,False,0.0,1.1172,0.16758,335.15,0.0,False,,True,agent produced no setpoint,
1140,6,1275,18.0,-18.75,18.0,False,0.0,1.111,0.16665,333.29,0.0,False,,True,agent produced no setpoint,
1141,6,1290,18.0,-18.6,18.0,False,0.0,1.1552,0.17328,346.57,0.0,False,,True,agent produced no setpoint,
1142,6,1305,18.0,-18.45,18.0,False,0.0,1.1982,0.17972,359.45,0.0,False,,True,agent produced no setpoint,
1143,6,1320,17.999,-18.3,18.0,False,0.0,1.2384,0.09907,309.59,0.0,False,,True,agent produced no setpoint,
1144,6,1335,18.001,-18.18,18.0,False,0.0,1.2791,0.10233,319.79,1.55,True,,True,agent produced no setpoint,
1145,6,1350,18.0,-18.05,18.0,False,0.0,1.284,0.10272,321.0,0.0,False,,True,agent produced no setpoint,
1146,6,1365,18.0,-17.93,18.0,False,0.0,1.2923,0.10339,323.08,0.0,False,,True,agent produced no setpoint,
1147,6,1380,18.0,-17.8,18.0,False,0.0,1.2965,0.10372,324.13,0.0,False,,True,agent produced no setpoint,
1148,6,1395,17.998,-18.08,18.0,False,0.0,1.3024,0.10419,325.6,0.0,False,,True,agent produced no setpoint,
1149,6,1410,17.999,-18.35,18.0,False,0.0,1.3247,0.10597,331.16,0.0,False,,True,agent produced no setpoint,
1150,6,1425,17.999,-18.62,18.0,False,0.0,1.3494,0.10795,337.35,0.0,False,,True,agent produced no setpoint,
1151,6,0,18.001,-18.9,18.0,False,0.0,1.3735,0.10988,343.38,0.0,False,,True,agent produced no setpoint,
1152,7,15,18.0,-18.9,18.0,False,0.0,1.3963,0.1117,349.08,1.498,True,,True,agent produced no setpoint,
1153,7,30,17.999,-18.9,18.0,False,0.0,1.5021,0.12017,375.53,0.0,False,,True,agent produced no setpoint,
1154,7,45,17.999,-18.9,18.0,False,0.0,1.5046,0.12037,376.14,0.0,False,,True,agent produced no setpoint,
1155,7,60,17.999,-18.9,18.0,False,0.0,1.5058,0.12047,376.45,0.0,False,,True,agent produced no setpoint,
1156,7,75,18.001,-19.02,18.0,False,0.0,1.5072,0.12058,376.8,0.0,False,,True,agent produced no setpoint,
1157,7,90,18.0,-19.15,18.0,False,0.0,1.5087,0.1207,377.17,0.0,False,,True,agent produced no setpoint,
1158,7,105,18.0,-19.27,18.0,False,0.0,1.5142,0.12113,378.54,0.0,False,,True,agent produced no setpoint,
1159,7,120,18.002,-19.4,18.0,False,0.0,1.515,0.1212,378.76,0.0,False,,True,agent produced no setpoint,
1160,7,135,18.0,-19.55,18.0,False,0.0,1.5179,0.12143,379.48,1.521,True,,True,agent produced no setpoint,
1161,7,150,18.001,-19.7,18.0,False,0.0,1.5198,0.12159,379.96,0.0,False,,True,agent produced no setpoint,
1162,7,165,18.001,-19.85,18.0,False,0.0,1.5215,0.12172,380.38,0.0,False,,True,agent produced no setpoint,
1163,7,180,18.0,-20.0,18.0,False,0.0,1.5232,0.12185,380.79,0.0,False,,True,agent produced no setpoint,
1164,7,195,17.998,-20.15,18.0,False,0.0,1.5241,0.12193,381.03,0.0,False,,True,agent produced no setpoint,
1165,7,210,17.999,-20.3,18.0,False,0.0,1.552,0.12416,388.0,0.0,False,,True,agent produced no setpoint,
1166,7,225,18.0,-20.45,18.0,False,0.0,1.58,0.1264,395.0,0.0,False,,True,agent produced no setpoint,
1167,7,240,18.001,-20.6,18.0,False,0.0,1.6061,0.12849,401.52,0.0,False,,True,agent produced no setpoint,
1168,7,255,18.0,-20.73,18.0,False,0.0,1.6336,0.13069,408.39,1.504,True,,True,agent produced no setpoint,
1169,7,270,18.001,-20.85,18.0,False,0.0,1.6268,0.13015,406.7,0.0,False,,True,agent produced no setpoint,
1170,7,285,18.001,-20.98,18.0,False,0.0,1.6179,0.12943,404.46,0.0,False,,True,agent produced no setpoint,
1171,7,300,17.999,-21.1,18.0,False,0.0,1.6095,0.12876,402.37,0.0,False,,True,agent produced no setpoint,
1172,7,315,18.001,-21.38,18.0,False,0.0,1.6023,0.12818,400.56,0.0,False,,True,agent produced no setpoint,
1173,7,330,18.0,-21.65,18.0,False,0.0,1.6148,0.12918,403.7,0.0,False,,True,agent produced no setpoint,
