step,day,minute_of_day,zone,zone_temp_c,radiant_temp_c,rh_pct,setpoint_c,occupied,pmv,ppd,comfort_enforced
54,1,825,SPACE4-1,20.999,20.906,17.66,21.0,True,-0.311,7.01,False
54,1,825,SPACE5-1,23.281,22.154,23.27,21.0,True,0.092,5.18,False
55,1,840,SPACE1-1,22.486,21.933,20.22,23.0,True,-0.035,5.03,False
55,1,840,SPACE2-1,22.176,22.117,17.97,23.0,True,-0.063,5.08,False
55,1,840,SPACE3-1,21.497,20.835,20.77,23.0,True,-0.248,6.27,False
55,1,840,SPACE4-1,21.011,20.913,18.27,23.0,True,-0.306,6.95,False
55,1,840,SPACE5-1,23.406,22.219,23.91,23.0,True,0.117,5.28,False
56,1,858,SPACE1-1,23.036,21.922,20.26,23.0,True,0.023,5.01,False
56,1,858,SPACE2-1,23.025,21.96,17.53,23.0,True,0.009,5.0,False
56,1,858,SPACE3-1,22.895,20.868,19.61,23.0,True,-0.101,5.21,False
56,1,858,SPACE4-1,22.844,20.914,16.61,23.0,True,-0.121,5.3,False
56,1,858,SPACE5-1,23.481,22.276,24.56,23.0,True,0.135,5.38,False
57,1,870,SPACE1-1,23.01,22.09,20.81,23.0,True,0.041,5.03,False
57,1,870,SPACE2-1,23.0,22.044,18.04,23.0,True,0.018,5.01,False
57,1,870,SPACE3-1,23.002,21.236,20.31,23.0,True,-0.049,5.05,False
57,1,870,SPACE4-1,23.0,21.366,17.25,23.0,True,-0.055,5.06,False
57,1,870,SPACE5-1,23.609,22.364,25.0,23.0,True,0.16,5.53,False
58,1,885,SPACE1-1,23.001,22.149,21.87,23.0,True,0.053,5.06,False
58,1,885,SPACE2-1,23.003,22.021,18.86,23.0,True,0.021,5.01,False
58,1,885,SPACE3-1,23.002,21.342,21.55,23.0,True,-0.03,5.02,False
58,1,885,SPACE4-1,23.0,21.523,18.2,23.0,True,-0.033,5.02,False
58,1,885,SPACE5-1,23.734,22.434,25.99,23.0,True,0.188,5.73,False
59,1,900,SPACE1-1,23.001,22.135,22.86,23.0,True,0.057,5.07,False
59,1,900,SPACE2-1,23.003,21.987,19.56,23.0,True,0.022,5.01,False
59,1,900,SPACE3-1,23.001,21.4,22.73,23.0,True,-0.017,5.01,False
59,1,900,SPACE4-1,23.001,21.62,18.99,23.0,True,-0.019,5.01,False
59,1,900,SPACE5-1,23.837,22.505,27.05,23.0,True,0.213,5.94,False
60,1,915,SPACE1-1,23.001,22.093,23.71,23.0,True,0.059,5.07,False
60,1,915,SPACE2-1,23.0,21.946,20.12,23.0,True,0.021,5.01,False
60,1,915,SPACE3-1,23.002,21.429,23.73,23.0,True,-0.008,5.0,False
60,1,915,SPACE4-1,23.003,21.68,19.57,23.0,True,-0.009,5.0,False
60,1,915,SPACE5-1,23.897,22.566,28.01,23.0,True,0.232,6.12,False
61,1,930,SPACE1-1,23.0,22.034,24.44,23.0,True,0.057,5.07,False
61,1,930,SPACE2-1,23.0,21.897,20.57,23.0,True,0.019,5.01,False
61,1,930,SPACE3-1,23.002,21.435,24.57,23.0,True,-0.002,5.0,False
61,1,930,SPACE4-1,23.003,21.709,20.02,23.0,True,-0.003,5.0,False
61,1,930,SPACE5-1,23.899,22.604,28.93,23.0,True,0.242,6.22,False
62,1,945,SPACE1-1,23.002,21.905,25.1,23.0,True,0.048,5.05,False
62,1,945,SPACE2-1,23.003,21.847,21.01,23.0,True,0.017,5.01,False
62,1,945,SPACE3-1,23.003,21.431,25.33,23.0,True,0.002,5.0,False
62,1,945,SPACE4-1,23.001,21.702,20.46,23.0,True,-0.001,5.0,False
62,1,945,SPACE5-1,23.899,22.626,29.73,23.0,True,0.25,6.3,False
63,1,960,SPACE1-1,23.001,21.837,25.75,20.0,True,0.046,5.04,False
63,1,960,SPACE2-1,23.001,21.803,21.49,20.0,True,0.016,5.0,False
63,1,960,SPACE3-1,23.003,21.425,26.04,20.0,True,0.006,5.0,False
63,1,960,SPACE4-1,23.002,21.7,20.94,20.0,True,0.002,5.0,False
63,1,960,SPACE5-1,23.899,22.64,30.36,20.0,True,0.256,6.36,False
64,1,980,SPACE1-1,22.661,21.765,27.21,20.0,True,0.01,5.0,False
64,1,980,SPACE2-1,22.33,21.761,23.34,20.0,True,-0.05,5.05,False
64,1,980,SPACE3-1,22.487,21.415,27.98,20.0,True,-0.04,5.03,False
