step,day,minute_of_day,zone,zone_temp_c,radiant_temp_c,rh_pct,setpoint_c,occupied,pmv,ppd,comfort_enforced
24,1,375,SPACE5-1,18.521,18.807,21.76,18.0,False,0.0,5.0,False
25,1,390,SPACE1-1,18.004,17.023,21.19,18.0,False,0.0,5.0,False
25,1,390,SPACE2-1,18.004,17.203,20.27,18.0,False,0.0,5.0,False
25,1,390,SPACE3-1,18.002,17.049,21.24,18.0,False,0.0,5.0,False
25,1,390,SPACE4-1,18.004,17.204,20.09,18.0,False,0.0,5.0,False
25,1,390,SPACE5-1,18.492,18.796,20.88,18.0,False,0.0,5.0,False
26,1,405,SPACE1-1,18.001,17.019,19.06,18.0,False,0.0,5.0,False
26,1,405,SPACE2-1,18.005,17.201,17.02,18.0,False,0.0,5.0,False
26,1,405,SPACE3-1,18.002,17.045,19.19,18.0,False,0.0,5.0,False
26,1,405,SPACE4-1,18.004,17.201,16.66,18.0,False,0.0,5.0,False
26,1,405,SPACE5-1,18.476,18.781,19.59,18.0,False,0.0,5.0,False
27,1,420,SPACE1-1,18.001,17.014,17.1,18.0,False,0.0,5.0,False
27,1,420,SPACE2-1,18.002,17.197,14.49,18.0,False,0.0,5.0,False
27,1,420,SPACE3-1,18.002,17.041,17.28,18.0,False,0.0,5.0,False
27,1,420,SPACE4-1,18.001,17.197,14.09,18.0,False,0.0,5.0,False
27,1,420,SPACE5-1,18.462,18.77,18.3,18.0,False,0.0,5.0,False
28,1,435,SPACE1-1,18.003,17.009,15.55,18.0,False,0.0,5.0,False
28,1,435,SPACE2-1,18.002,17.193,12.93,18.0,False,0.0,5.0,False
28,1,435,SPACE3-1,18.0,17.037,15.76,18.0,False,0.0,5.0,False
28,1,435,SPACE4-1,18.001,17.193,12.58,18.0,False,0.0,5.0,False
28,1,435,SPACE5-1,18.445,18.759,17.17,18.0,False,0.0,5.0,False
29,1,450,SPACE1-1,18.002,17.011,14.39,18.0,False,0.0,5.0,False
29,1,450,SPACE2-1,18.0,17.193,12.04,18.0,False,0.0,5.0,False
29,1,450,SPACE3-1,18.001,17.036,14.6,18.0,False,0.0,5.0,False
29,1,450,SPACE4-1,18.002,17.192,11.78,18.0,False,0.0,5.0,False
29,1,450,SPACE5-1,18.437,18.748,16.19,18.0,False,0.0,5.0,False
30,1,465,SPACE1-1,18.001,17.026,13.49,18.0,False,0.0,5.0,False
30,1,465,SPACE2-1,18.0,17.285,11.5,18.0,False,0.0,5.0,False
30,1,465,SPACE3-1,18.001,17.056,13.69,18.0,False,0.0,5.0,False
30,1,465,SPACE4-1,18.001,17.21,11.32,18.0,False,0.0,5.0,False
30,1,465,SPACE5-1,18.436,18.74,15.35,18.0,False,0.0,5.0,False
31,1,480,SPACE1-1,18.001,17.066,12.79,18.0,False,0.0,5.0,False
31,1,480,SPACE2-1,18.0,17.662,11.13,18.0,False,0.0,5.0,False
31,1,480,SPACE3-1,18.0,17.085,12.98,18.0,False,0.0,5.0,False
31,1,480,SPACE4-1,18.0,17.235,11.0,18.0,False,0.0,5.0,False
31,1,480,SPACE5-1,18.44,18.736,14.61,18.0,False,0.0,5.0,False
32,1,495,SPACE1-1,17.999,17.12,12.23,18.0,False,0.0,5.0,False
32,1,495,SPACE2-1,17.999,18.087,10.86,18.0,False,0.0,5.0,False
32,1,495,SPACE3-1,18.001,17.121,12.4,18.0,False,0.0,5.0,False
32,1,495,SPACE4-1,18.001,17.266,10.77,18.0,False,0.0,5.0,False
32,1,495,SPACE5-1,18.447,18.737,13.97,18.0,False,0.0,5.0,False
33,1,515,SPACE1-1,18.123,17.487,13.49,21.0,True,-0.971,24.93,False
33,1,515,SPACE2-1,18.948,18.929,11.47,21.0,True,-0.754,16.99,False
33,1,515,SPACE3-1,18.122,17.47,13.65,21.0,True,-0.972,24.97,False
33,1,515,SPACE4-1,18.069,17.587,12.25,21.0,True,-0.973,24.99,False
33,1,515,SPACE5-1,19.345,19.101,14.24,21.0,True,-0.682,14.79,False
34,1,527,SPACE1-1,20.438,17.75,12.16,21.0,True,-0.71,15.61,False
